,cwa_determination,da_number,district,longitude,latitude,potential_wetland,county,state
3568,1,MVN-2016-01149-CG,New Orleans,-90.65804,29.52094,0,Terrebonne,22.0
3569,0,MVN-2016-01154-SG,New Orleans,-93.5902,30.17599,0,Calcasieu,22.0
3570,1,MVN-2016-01156-SR,New Orleans,-93.1051,30.30625,0,Calcasieu,22.0
3571,1,MVN-2016-01164-SG,New Orleans,-93.07175,30.0001,0,Cameron,22.0
3572,1,MVN-2016-01165-SG,New Orleans,-92.527,31.3139,0,Rapides,22.0
3573,0,MVN-2016-01169-SB,New Orleans,-90.59471,30.04207,0,St. John the Baptist,22.0
3574,1,MVN-2016-01179-EV,New Orleans,-90.10587,29.68685,0,Jefferson,22.0
3575,1,MVN-2016-01198-CG,New Orleans,-90.74495,29.4675,0,Terrebonne,22.0
3576,1,MVN-2016-01201-ES,New Orleans,-90.10132,30.43121,0,St. Tammany,22.0
3577,0,MVN-2016-01231-SG,New Orleans,-89.70608,29.49313,0,Plaquemines,22.0
3578,0,MVN-2016-01236-SG,New Orleans,-91.12668,30.45793,0,East Baton Rouge,22.0
3579,1,MVN-2016-01244-SQ,New Orleans,-90.29596,29.96524,0,St. Charles,22.0
3580,1,MVN-2016-01251-SD,New Orleans,-91.03403,30.21029,0,Ascension,22.0
3581,0,MVN-2016-01252-SA,New Orleans,-90.59737,30.03094,0,St. John the Baptist,22.0
3582,1,MVN-2016-01271-SK,New Orleans,-90.62511,29.91825,0,St. John the Baptist,22.0
3583,1,MVN-2016-01272-SY,New Orleans,-90.99602,30.4675,0,East Baton Rouge,22.0
3584,1,MVN-2016-01274-ES,New Orleans,-89.96723,29.93028,0,St. Bernard,22.0
3585,0,MVN-2016-01285-SG,New Orleans,-90.55492,29.47492,0,Terrebonne,22.0
3586,0,MVN-2016-01291-SG,New Orleans,-90.85489,30.58689,1,Livingston,22.0
3587,1,MVN-2016-01294-EMM,New Orleans,-90.6229,29.92115,0,St. John the Baptist,22.0
3588,1,MVN-2016-01297-EMM,New Orleans,-90.09043,30.49871,0,St. Tammany,22.0
3589,1,MVN-2016-01299-ST,New Orleans,-93.34425,30.10229,0,Calcasieu,22.0
3590,1,MVN-2016-01302-SG,New Orleans,-89.83545,30.27138,0,St. Tammany,22.0
3591,1,MVN-2016-01308-WJJ,New Orleans,-91.30279,29.69619,0,St. Mary,22.0
3592,1,MVN-2016-01310-CA,New Orleans,-90.69634,30.25986,0,Livingston,22.0
3593,1,MVN-2016-01330-SK,New Orleans,-91.32985,30.74351,0,West Feliciana,22.0
3594,0,MVN-2016-01331-SG,New Orleans,-89.88699,30.31644,0,St. Tammany,22.0
3595,0,MVN-2016-01335-SG,New Orleans,-89.99147,29.71453,0,Plaquemines,22.0
3596,1,MVN-2016-01339-SJ,New Orleans,-90.12621,30.41721,0,St. Tammany,22.0
3597,0,MVN-2016-01344-SB,New Orleans,-92.28889,30.69139,0,Evangeline,22.0
3598,1,MVN-2016-01349-SJ,New Orleans,-90.16378,30.41136,0,St. Tammany,22.0
3599,1,MVN-2016-01353-CM,New Orleans,-90.59883,29.55201,1,Terrebonne,22.0
3600,1,MVN-2016-01372-SG,New Orleans,-90.9052,30.23159,0,Ascension,22.0
3601,1,MVN-2016-01381-SK,New Orleans,-89.35864,29.26447,0,Plaquemines,22.0
3602,0,MVN-2016-01388-SK,New Orleans,-90.59681,29.44235,0,Terrebonne,22.0
3603,1,MVN-2016-01389-SG,New Orleans,-90.47679,30.4456,0,Tangipahoa,22.0
3604,1,MVN-2016-01394-SGEBB,New Orleans,-89.72291,30.18057,0,St. Tammany,22.0
3605,0,MVN-2016-01396-SG,New Orleans,-90.7488,29.49608,0,Terrebonne,22.0
3606,1,MVN-2016-01401-SR,New Orleans,-93.33557,29.99326,0,Cameron,22.0
3607,1,MVN-2016-01402-SR,New Orleans,-93.2196,30.04788,1,Cameron,22.0
3608,1,MVN-2016-01403-ES,New Orleans,-89.46839,29.34459,0,Plaquemines,22.0
3609,1,MVN-2016-01409-SR,New Orleans,-91.98361,31.02009,0,Avoyelles,22.0
3610,0,MVN-2016-01428-SY,New Orleans,-91.54325,29.79445,0,St. Mary,22.0
3611,0,MVN-2016-01430-SG,New Orleans,-90.0458,29.96814,0,Orleans,22.0
3612,1,MVN-2016-01432-SR,New Orleans,-92.41576,31.26396,0,Rapides,22.0
3613,0,MVN-2016-01433-SG,New Orleans,-90.08842,30.49843,0,St. Tammany,22.0
3614,1,MVN-2016-01438-SY,New Orleans,-90.10063,29.69291,0,Jefferson,22.0
3615,0,MVN-2016-01451-SG,New Orleans,-93.52229,30.05367,0,Calcasieu,22.0
3616,1,MVN-2016-01457-SG,New Orleans,-92.58912,31.36091,0,Rapides,22.0
3617,0,MVN-2016-01461-SG,New Orleans,-90.81442,30.218,0,Ascension,22.0
3618,1,MVN-2016-01473-SG,New Orleans,-89.93998,30.29599,0,St. Tammany,22.0
3619,1,MVN-2016-01500-SR,New Orleans,-93.34932,30.059,0,Calcasieu,22.0
3620,1,MVN-2016-01501-WII,New Orleans,-93.33698,30.09293,0,Calcasieu,22.0
3621,1,MVN-2016-01523-WQQ,New Orleans,-93.4555,30.6286,0,Beauregard,22.0
3622,0,MVN-2016-01528-SG,New Orleans,-90.68013,30.03591,0,St. John the Baptist,22.0
3623,0,MVN-2016-01536-XX,New Orleans,-89.71833,30.256,0,St. Tammany,22.0
3624,0,MVN-2016-01541-SB,New Orleans,-90.6239,29.919,0,St. John the Baptist,22.0
3625,0,MVN-2016-01544-SG,New Orleans,-90.00943,29.96557,0,Orleans,22.0
3626,1,MVN-2016-01551-SR,New Orleans,-93.42337,30.19212,0,Calcasieu,22.0
3627,1,MVN-2016-01555-SR,New Orleans,-91.64991,30.3859,0,St. Martin,22.0
3628,0,MVN-2016-01568-SB,New Orleans,-90.45744,29.66342,0,Lafourche,22.0
3629,1,MVN-2016-01571-SR,New Orleans,-92.3706,30.5622,1,Evangeline,22.0
3630,1,MVN-2017-00020-SG,New Orleans,-90.85163,30.91956,0,St. Helena,22.0
3631,1,MVN-2017-00022-CG,New Orleans,-91.19537,29.40307,0,Terrebonne,22.0
3632,0,MVN-2017-00023-SY,New Orleans,-90.4675,30.07641,0,St. John the Baptist,22.0
3633,0,MVN-2017-00038-SG,New Orleans,-89.77117,30.245,0,St. Tammany,22.0
3634,0,MVN-2017-00043-SG,New Orleans,-89.75856,29.84342,0,St. Bernard,22.0
3635,0,MVN-2017-00044-1-ES,New Orleans,-90.4611,30.43224,0,Tangipahoa,22.0
3636,0,MVN-2017-00045-ST,New Orleans,-89.5886,29.3786,0,Plaquemines,22.0
3637,0,MVN-2017-00053-SK,New Orleans,-91.1456,30.1737,0,Iberville,22.0
3638,0,MVN-2017-00059-SY,New Orleans,-90.90885,30.26374,0,Ascension,22.0
3639,0,MVN-2017-00060-SB,New Orleans,-91.14681,30.50847,0,East Baton Rouge,22.0
3640,0,MVN-2017-00061-SB,New Orleans,-91.11614,30.47797,0,East Baton Rouge,22.0
3641,0,MVN-2017-00068-SA,New Orleans,-90.34868,29.93959,0,St. Charles,22.0
3642,1,MVN-2017-00092-SG,New Orleans,-90.17139,30.41889,0,St. Tammany,22.0
3643,0,MVN-2017-00093-SR,New Orleans,-91.92371,30.04377,0,Iberia,22.0
3644,1,MVN-2017-00101-SK,New Orleans,-90.10881,29.67331,1,Jefferson,22.0
3645,0,MVN-2017-00108-SA,New Orleans,-90.95444,30.47959,0,Livingston,22.0
3646,1,MVN-2017-00114-MG,New Orleans,-93.25034,30.20952,0,Calcasieu,22.0
3647,1,MVN-2017-00124-SR,New Orleans,-92.04747,31.16225,0,Avoyelles,22.0
3648,0,MVN-2017-00127-SG,New Orleans,-90.38072,30.60556,0,Tangipahoa,22.0
3649,0,MVN-2017-00134-SA,New Orleans,-89.35273,29.27107,0,Plaquemines,22.0
3650,1,MVN-2017-00142-SG,New Orleans,-89.96135,30.29007,0,St. Tammany,22.0
3651,1,MVN-2017-00143-EV,New Orleans,-90.09319,29.98772,0,Orleans,22.0
3652,1,MVN-2017-00155-SA,New Orleans,-89.9991,30.0047,0,Orleans,22.0
3653,0,MVN-2017-00157-SG,New Orleans,-89.74417,29.52544,0,Plaquemines,22.0
3654,0,MVN-2017-00158-SA,New Orleans,-90.05301,30.03034,0,Orleans,22.0
3655,0,MVN-2017-00160-SA,New Orleans,-90.06583,29.94922,0,Orleans,22.0
3656,0,MVN-2017-00161-SY,New Orleans,-91.3865,29.71761,0,St. Mary,22.0
3657,1,MVN-2017-00168-ES,New Orleans,-90.12453,30.47437,0,St. Tammany,22.0
3658,0,MVN-2017-00169-SK,New Orleans,-89.981,30.32,0,St. Tammany,22.0
3659,1,MVN-2017-00172-SK,New Orleans,-89.89951,30.29446,0,St. Tammany,22.0
3660,1,MVN-2017-00175-EMM,New Orleans,-90.08975,30.42457,0,St. Tammany,22.0
3661,0,MVN-2017-00177-SG,New Orleans,-90.32813,30.47426,0,Tangipahoa,22.0
3662,1,MVN-2017-00180-SG,New Orleans,-90.74087,29.49709,0,Terrebonne,22.0
3663,0,MVN-2017-00184-SB,New Orleans,-90.05917,29.92194,0,Jefferson,22.0
3664,0,MVN-2017-00186-ST,New Orleans,-90.5475,29.65278,0,Lafourche,22.0
3665,1,MVN-2017-00191-SG,New Orleans,-90.76153,30.26077,0,Livingston,22.0
3666,0,MVN-2017-00196-SA,New Orleans,-90.00067,30.04078,0,Orleans,22.0
3667,1,MVN-2017-00201-SK,New Orleans,-90.11089,29.71325,0,Jefferson,22.0
3668,1,MVN-2017-00209-SA,New Orleans,-90.91864,30.47913,1,Livingston,22.0
3669,0,MVN-2017-00213-SK,New Orleans,-90.00861,29.86861,0,Plaquemines,22.0
3670,1,MVN-2017-00215-ST,New Orleans,-93.33783,29.99008,0,Cameron,22.0
3671,0,MVN-2017-00216-SG,New Orleans,-90.13253,29.91771,0,Orleans,22.0
3672,1,MVN-2017-00217-SG,New Orleans,-91.34076,30.58388,0,West Baton Rouge,22.0
3673,0,MVN-2017-00218-SG,New Orleans,-90.68054,30.03077,0,St. John the Baptist,22.0
3674,0,MVN-2017-00238-SR,New Orleans,-93.41867,30.13948,0,Calcasieu,22.0
3675,1,MVN-2017-00239-SG,New Orleans,-91.73172,30.94093,0,Pointe Coupee,22.0
3676,0,MVN-2017-00240-SG,New Orleans,-90.04446,29.96751,0,Orleans,22.0
3677,0,MVN-2017-00241-ST,New Orleans,-93.19245,30.25673,0,Calcasieu,22.0
3678,0,MVN-2017-00242-ST,New Orleans,-93.18367,30.25533,0,Calcasieu,22.0
3679,0,MVN-2017-00255-SG,New Orleans,-90.8184,30.2465,0,Ascension,22.0
3680,0,MVN-2017-00273-ST,New Orleans,-93.0701,30.0024,0,Cameron,22.0
3681,0,MVN-2017-00295-SR,New Orleans,-91.61182,30.27825,1,St. Martin,22.0
3682,0,MVN-2017-00296-SR,New Orleans,-92.52509,31.32943,0,Rapides,22.0
3683,0,MVN-2017-00317-SB,New Orleans,-91.51157,29.78977,0,St. Mary,22.0
3684,1,MVN-2017-00324-SQ,New Orleans,-90.93925,30.44456,0,Livingston,22.0
3685,1,MVN-2017-00325-XX,New Orleans,-90.96315,30.53969,0,Livingston,22.0
3686,1,MVN-2017-00328-SQ,New Orleans,-90.93268,30.45918,0,Livingston,22.0
3687,1,MVN-2017-00333-SQ,New Orleans,-91.30195,30.31397,0,Iberville,22.0
3688,0,MVN-2017-00339-ST,New Orleans,-90.48188,29.82062,0,Lafourche,22.0
3689,0,MVN-2017-00340-SB,New Orleans,-93.18134,30.01804,0,Cameron,22.0
3690,0,MVN-2017-00349-SA,New Orleans,-89.92588,30.32698,0,St. Tammany,22.0
3691,0,MVN-2017-00351-SA,New Orleans,-89.92571,30.32696,0,St. Tammany,22.0
3692,0,MVN-2017-00360-SK,New Orleans,-91.59526,29.88013,0,St. Mary,22.0
3693,1,MVN-2017-00365-SG,New Orleans,-90.92767,30.34246,0,Ascension,22.0
3694,1,MVN-2017-00375-WB,New Orleans,-93.12613,29.76054,0,Cameron,22.0
3695,1,MVN-2017-00377-SA,New Orleans,-89.8037,30.3771,0,St. Tammany,22.0
3696,1,MVN-2017-00395-SR,New Orleans,-92.72373,30.23808,0,Jefferson Davis,22.0
3697,0,MVN-2017-00401-SQ,New Orleans,-90.79917,30.33472,0,Livingston,22.0
3698,1,MVN-2017-00409-SR,New Orleans,-91.79402,30.74758,0,St. Landry,22.0
3699,0,MVN-2017-00432-SK,New Orleans,-90.05501,30.35052,0,St. Tammany,22.0
3700,1,MVN-2017-00446-SG,New Orleans,-90.02174,30.42242,0,St. Tammany,22.0
3701,0,MVN-2017-00447-ST,New Orleans,-92.59142,31.06637,0,Rapides,22.0
3702,0,MVN-2017-00477-SQ,New Orleans,-90.07861,29.95811,0,Orleans,22.0
3703,1,MVN-2017-00481-SY,New Orleans,-90.1218,30.4219,0,St. Tammany,22.0
3704,1,MVN-2017-00489,New Orleans,-90.8851,30.204,0,Ascension,22.0
3705,1,MVN-2017-00508-SG,New Orleans,-91.24649,30.29108,0,Iberville,22.0
3706,0,MVN-2017-00512-SK,New Orleans,-89.69527,29.47899,0,Plaquemines,22.0
3707,0,MVN-2017-00515-ST,New Orleans,-90.34759,30.49546,0,Tangipahoa,22.0
3708,0,MVN-2017-00516-SL,New Orleans,-90.04408,29.96737,0,Orleans,22.0
3709,0,MVN-2017-00529-ST,New Orleans,-92.16412,30.4481,0,St. Landry,22.0
3710,1,MVN-2017-00534-SQ,New Orleans,-90.13047,29.75846,0,Jefferson,22.0
3711,1,MVN-2017-00549-ST,New Orleans,-91.0942,30.21485,0,Iberville,22.0
3712,0,MVN-2017-00552-SK,New Orleans,-90.19884,29.96445,0,Jefferson,22.0
3713,0,MVN-2017-00566-SR,New Orleans,-93.20436,30.03838,0,Cameron,22.0
3714,1,MVN-2017-00568-SY,New Orleans,-89.76835,29.78766,0,St. Bernard,22.0
3715,1,MVN-2017-00580-SG,New Orleans,-90.11805,30.46684,0,St. Tammany,22.0
3716,0,MVN-2017-00590-ST,New Orleans,-90.23653,29.92957,0,Jefferson,22.0
3717,0,MVN-2017-00606-ST,New Orleans,-90.88604,30.0744,0,St. James,22.0
3718,0,MVN-2017-00607-SR,New Orleans,-92.4191,31.1904,0,Rapides,22.0
3719,0,MVN-2017-00609-SG,New Orleans,-90.12028,30.4508,0,St. Tammany,22.0
3720,0,MVN-2017-00629-SL,New Orleans,-90.48448,30.57865,0,Tangipahoa,22.0
3721,1,MVN-2017-00649-WRR,New Orleans,-92.02002,30.8677,1,Avoyelles,22.0
3722,1,MVN-2017-00662-SR,New Orleans,-92.06081,30.15112,1,Lafayette,22.0
3723,1,MVN-2017-00668-SR,New Orleans,-93.42365,30.09525,0,Calcasieu,22.0
3724,1,MVN-2017-00674-SY,New Orleans,-90.0249,30.41601,0,St. Tammany,22.0
3725,1,MVN-2017-00678-SG,New Orleans,-89.75375,29.82922,0,St. Bernard,22.0
3726,0,MVN-2017-00685-SK,New Orleans,-91.17761,30.44501,0,East Baton Rouge,22.0
3727,0,MVN-2017-00686-SK,New Orleans,-89.80308,30.22742,0,St. Tammany,22.0
3728,0,MVN-2017-00690-SR,New Orleans,-93.22308,30.04928,1,Cameron,22.0
3729,1,MVN-2017-00735-SK,New Orleans,-90.08861,29.76985,0,Jefferson,22.0
3730,1,MVN-2017-00744-SG,New Orleans,-90.92231,30.10427,0,Ascension,22.0
3731,1,MVN-2017-00754-SR,New Orleans,-91.9523,31.01344,0,Avoyelles,22.0
3732,0,MVN-2017-00756-SG,New Orleans,-90.09214,29.76966,1,Jefferson,22.0
3733,1,MVN-2017-00759-ST,New Orleans,-90.00701,29.22941,0,Jefferson,22.0
3734,1,MVN-2017-00775-SK,New Orleans,-90.00179,30.47864,0,St. Tammany,22.0
3735,1,MVN-2017-00776-CG,New Orleans,-90.85786,30.69325,0,St. Helena,22.0
3736,1,MVN-2017-00777-EMM,New Orleans,-89.93208,30.29227,0,St. Tammany,22.0
3737,1,MVN-2017-00786-WQQ,New Orleans,-92.56192,31.01654,0,Rapides,22.0
3738,1,MVN-2017-00796-SY,New Orleans,-90.30343,30.43308,1,Tangipahoa,22.0
3739,1,MVN-2017-00803-WB,New Orleans,-93.1297,29.7617,0,Cameron,22.0
3740,1,MVN-2017-00813-XX,New Orleans,-91.1536,30.5192,1,East Baton Rouge,22.0
3741,1,MVN-2017-00830-EV,New Orleans,-89.86713,30.13259,0,Orleans,22.0
3742,0,MVN-2017-00835-SK,New Orleans,-90.01354,29.9762,0,Orleans,22.0
3743,1,MVN-2017-00848-ES,New Orleans,-89.92333,30.32806,0,St. Tammany,22.0
3744,0,MVN-2017-00850-ES,New Orleans,-89.68308,29.46343,0,Plaquemines,22.0
3745,0,MVN-2017-00853-SY,New Orleans,-90.0593,30.3531,0,St. Tammany,22.0
3746,0,MVN-2017-00860-SK,New Orleans,-90.10643,29.66704,0,Jefferson,22.0
3747,1,MVN-2017-00864-SQ,New Orleans,-90.83421,30.61275,1,Livingston,22.0
3748,1,MVN-2017-00871-SQ,New Orleans,-90.07961,29.76848,0,Jefferson,22.0
3749,0,MVN-2017-00875-ST,New Orleans,-93.11419,29.78589,0,Cameron,22.0
3750,0,MVN-2017-00885-SL,New Orleans,-90.06871,30.48127,1,St. Tammany,22.0
3751,0,MVN-2017-00890-ST,New Orleans,-92.39582,30.50379,0,St. Landry,22.0
3752,1,MVN-2017-00898-SK,New Orleans,-90.78854,29.77814,0,Lafourche,22.0
3753,0,MVN-2017-00899-SG,New Orleans,-90.96843,30.45537,1,Livingston,22.0
3754,0,MVN-2017-00902-SY,New Orleans,-90.41434,30.44133,0,Tangipahoa,22.0
3755,0,MVN-2017-00905-SY,New Orleans,-89.7581,30.3027,0,St. Tammany,22.0
3756,0,MVN-2017-00917-ST,New Orleans,-90.1055,30.36837,0,St. Tammany,22.0
3757,0,MVN-2017-00918-ST,New Orleans,-92.2804,30.69468,0,Evangeline,22.0
3758,0,MVN-2017-00923-SK,New Orleans,-90.23973,30.0214,0,Jefferson,22.0
3759,0,MVN-2017-00924-SY,New Orleans,-90.63996,30.04983,0,St. John the Baptist,22.0
3760,1,MVN-2017-00925-MD,New Orleans,-91.98517,30.97498,1,Avoyelles,22.0
3761,0,MVN-2017-00928-ST,New Orleans,-91.25361,30.37572,1,West Baton Rouge,22.0
3762,0,MVN-2017-00932-SG,New Orleans,-90.1941,29.96696,0,Jefferson,22.0
3763,0,MVN-2017-00934-ES,New Orleans,-89.54858,29.3753,0,Plaquemines,22.0
3764,0,MVN-2017-00942-SY,New Orleans,-90.39897,30.27758,0,St. John the Baptist,22.0
3765,0,MVN-2017-00943-SY,New Orleans,-90.39917,30.27869,0,St. John the Baptist,22.0
3766,1,MVN-2017-00959-ST,New Orleans,-90.09167,30.0009,0,Orleans,22.0
3767,0,MVN-2017-00979-ST,New Orleans,-93.407,30.153,0,Calcasieu,22.0
3768,0,MVN-2017-00980-ST,New Orleans,-93.407,30.152,0,Calcasieu,22.0
3769,0,MVN-2017-00981-SQ,New Orleans,-89.90891,30.31584,0,St. Tammany,22.0
3770,0,MVN-2017-01002-SK,New Orleans,-90.76322,29.59817,0,Terrebonne,22.0
3771,1,MVN-2017-01011-SL,New Orleans,-89.93627,30.34347,0,St. Tammany,22.0
3772,0,MVN-2017-01012-XX,New Orleans,-89.9555,30.3163,0,St. Tammany,22.0
3773,1,MVN-2017-01018-SG,New Orleans,-91.0195,30.41419,1,East Baton Rouge,22.0
3774,0,MVN-2017-01019-SL,New Orleans,-90.96136,30.57529,0,Livingston,22.0
3775,0,MVN-2017-01028-SG,New Orleans,-89.78213,30.24199,0,St. Tammany,22.0
3776,0,MVN-2017-01029-SG,New Orleans,-90.2766,29.977,0,Jefferson,22.0
3777,0,MVN-2017-01034-SY,New Orleans,-89.78293,30.23397,0,St. Tammany,22.0
3778,0,MVN-2017-01037-SK,New Orleans,-90.11128,30.40089,0,St. Tammany,22.0
3779,0,MVN-2017-01046-ST,New Orleans,-90.86218,30.4927,0,Livingston,22.0
3780,1,MVN-2017-01047-SQ,New Orleans,-90.005,29.23256,0,Jefferson,22.0
3781,0,MVN-2017-01066-ST,New Orleans,-90.56836,30.07889,0,St. John the Baptist,22.0
3782,0,MVN-2017-01090-SG,New Orleans,-91.16441,30.50106,0,East Baton Rouge,22.0
3783,0,MVN-2017-01108-SG,New Orleans,-91.8746,30.0313,0,Iberia,22.0
3784,0,MVN-2017-01119-SY,New Orleans,-90.91358,30.1274,0,Ascension,22.0
3785,1,MVN-2017-01127-ES,New Orleans,-89.95374,30.27993,0,St. Tammany,22.0
3786,1,MVN-2017-01130-SQ,New Orleans,-90.00322,29.23123,0,Jefferson,22.0
3787,1,MVN-2017-01132-EMM,New Orleans,-90.1349,30.414,0,St. Tammany,22.0
3788,0,MVN-2017-01134-SK,New Orleans,-90.23774,30.43638,0,St. Tammany,22.0
3789,0,MVN-2017-01137-ST,New Orleans,-89.91288,30.03988,0,Orleans,22.0
3790,0,MVN-2017-01138-ST,New Orleans,-92.02278,30.22754,0,Lafayette,22.0
3791,1,MVN-2017-01139-SR,New Orleans,-93.2474,30.0183,0,Cameron,22.0
3792,1,MVN-2017-01155-SG,New Orleans,-90.97416,30.35167,1,East Baton Rouge,22.0
3793,1,MVN-2017-01157-MM,New Orleans,-90.3812,30.45689,0,Tangipahoa,22.0
3794,0,MVN-2017-01162-SK,New Orleans,-89.83963,30.27838,0,St. Tammany,22.0
3795,0,MVN-2017-01163-SK,New Orleans,-89.83947,30.27827,0,St. Tammany,22.0
3796,0,MVN-2017-01169-SY,New Orleans,-90.67956,29.64286,0,Lafourche,22.0
3797,1,MVN-2017-01174-SL,New Orleans,-90.09611,30.50083,0,St. Tammany,22.0
3798,0,MVN-2017-01175-ST,New Orleans,-93.30729,30.84925,1,Beauregard,22.0
3799,0,MVN-2017-01177-ST,New Orleans,-90.2521,30.016,0,Jefferson,22.0
3800,0,MVN-2017-01184-SY,New Orleans,-90.04121,30.44398,0,St. Tammany,22.0
3801,1,MVN-2017-01202-CM,New Orleans,-91.20242,30.5004,0,West Baton Rouge,22.0
3802,1,MVN-2017-01205-SR,New Orleans,-93.24768,30.05129,0,Calcasieu,22.0
3803,0,MVN-2017-01211-ST,New Orleans,-90.00338,29.95729,0,St. Bernard,22.0
3804,0,MVN-2017-01212-SR,New Orleans,-93.15782,30.1749,0,Calcasieu,22.0
3805,0,MVN-2017-01217-CO,New Orleans,-91.2111,30.59239,1,East Baton Rouge,22.0
3806,0,MVN-2017-01240-SQ,New Orleans,-89.84007,30.27787,0,St. Tammany,22.0
3807,1,MVN-2017-01252-SK,New Orleans,-90.24554,30.61767,0,St. Tammany,22.0
3808,0,MVN-2017-01256-CM,New Orleans,-90.88714,30.45709,0,Livingston,22.0
3809,1,MVN-2017-01272-WQQ,New Orleans,-92.35308,29.60786,0,Vermilion,22.0
3810,0,MVN-2017-01290-SL,New Orleans,-90.10347,29.67816,0,Jefferson,22.0
3811,0,MVN-2017-01293-SK,New Orleans,-90.12881,30.39901,0,St. Tammany,22.0
3812,1,MVN-2017-01309-SL,New Orleans,-90.02247,29.21633,0,Jefferson,22.0
3813,0,MVN-2017-01318-SG,New Orleans,-90.0903,29.964,0,Orleans,22.0
3814,1,MVN-2017-01319-ST,New Orleans,-89.79861,30.23694,0,St. Tammany,22.0
3815,1,MVN-2017-01326-SG,New Orleans,-89.81876,30.22281,0,St. Tammany,22.0
3816,0,MVN-2017-01328-ST,New Orleans,-90.84185,29.78382,0,Lafourche,22.0
3817,1,MVN-2017-01334-SQ,New Orleans,-90.00753,30.38813,0,St. Tammany,22.0
3818,0,MVN-2017-01335-MM,New Orleans,-90.05882,30.47176,0,St. Tammany,22.0
3819,0,MVN-2017-01337-SR,New Orleans,-92.48618,31.326,0,Rapides,22.0
3820,0,MVN-2017-01339-SK,New Orleans,-90.234,30.43704,0,St. Tammany,22.0
3821,1,MVN-2017-01345-SK,New Orleans,-90.11569,30.44671,0,St. Tammany,22.0
3822,0,MVN-2017-01347-SK,New Orleans,-89.78714,30.23535,0,St. Tammany,22.0
3823,0,MVN-2017-01355-SR,New Orleans,-92.50208,31.01893,0,Rapides,22.0
3824,1,MVN-2017-01363-SG,New Orleans,-90.82509,30.50682,0,Livingston,22.0
3825,1,MVN-2017-01364-SG,New Orleans,-90.88753,30.24029,0,Ascension,22.0
3826,1,MVN-2017-01366-SD,New Orleans,-90.74375,29.66424,0,Terrebonne,22.0
3827,1,MVN-2017-01379-SR,New Orleans,-92.37514,30.59455,0,Evangeline,22.0
3828,1,MVN-2017-01380-SL,New Orleans,-90.53879,30.37117,0,Livingston,22.0
3829,0,MVN-2017-01382-ST,New Orleans,-90.01394,29.97483,0,Orleans,22.0
3830,0,MVN-2017-01388-SG,New Orleans,-89.77678,30.23676,0,St. Tammany,22.0
3831,0,MVN-2017-01390-SG,New Orleans,-89.77245,30.27562,0,St. Tammany,22.0
3832,0,MVN-2017-01398-ST,New Orleans,-91.09443,30.43032,1,East Baton Rouge,22.0
3833,0,MVN-2017-01408-ST,New Orleans,-89.77801,30.23595,0,St. Tammany,22.0
3834,1,MVN-2017-01416-SR,New Orleans,-93.41462,30.19617,0,Calcasieu,22.0
3835,1,MVN-2017-01417-SG,New Orleans,-90.58637,30.32248,0,Livingston,22.0
3836,0,MVN-2017-01424-WQQ,New Orleans,-91.90423,29.9011,0,Iberia,22.0
3837,0,MVN-2017-01427-SY,New Orleans,-90.09251,29.93272,0,Orleans,22.0
3838,0,MVN-2017-01430-ST,New Orleans,-90.06124,29.90265,0,Jefferson,22.0
3839,0,MVN-2017-01431-SG,New Orleans,-90.09678,29.95054,0,Orleans,22.0
3840,0,MVN-2017-01432-ST,New Orleans,-93.1833,30.21907,0,Calcasieu,22.0
3841,0,MVN-2017-01433-ST,New Orleans,-93.19443,30.25461,0,Calcasieu,22.0
3842,0,MVN-2017-01434-SY,New Orleans,-93.19171,30.26003,0,Calcasieu,22.0
3843,0,MVN-2017-01437-SG,New Orleans,-91.07615,30.43067,1,East Baton Rouge,22.0
3844,0,MVN-2017-01441-ST,New Orleans,-90.13282,30.40896,0,St. Tammany,22.0
3845,1,MVN-2017-01444-SR,New Orleans,-92.05507,30.25592,1,Lafayette,22.0
3846,1,MVN-2017-01445-SG,New Orleans,-90.97478,30.85414,0,East Feliciana,22.0
3847,0,MVN-2017-01456-SK,New Orleans,-89.35928,29.25022,0,Plaquemines,22.0
3848,1,MVN-2017-01457-WKK,New Orleans,-93.23643,30.19421,0,Calcasieu,22.0
3849,0,MVN-2017-01458-WRR,New Orleans,-93.2175,30.0498,0,Cameron,22.0
3850,0,MVN-2017-01462-ST,New Orleans,-92.06127,29.9607,0,Vermilion,22.0
3851,0,MVN-2017-01467-SL,New Orleans,-91.19238,30.28721,0,Iberville,22.0
3852,1,MVN-2017-01477-SR,New Orleans,-91.99122,29.91788,0,Vermilion,22.0
3853,0,MVN-2017-01492-ST,New Orleans,-89.77778,30.23614,0,St. Tammany,22.0
3854,1,MVN-2017-01494-MG,New Orleans,-90.67584,29.53079,0,Terrebonne,22.0
3855,0,MVN-2017-01505-SY,New Orleans,-92.43055,31.27338,0,Rapides,22.0
3856,0,MVN-2017-01506-ST,New Orleans,-93.13128,30.22244,0,Calcasieu,22.0
3857,0,MVN-2017-01548-SK,New Orleans,-90.07785,29.9596,0,Orleans,22.0
3858,0,MVN-2018-00022-SG,New Orleans,-90.15519,29.94813,0,Jefferson,22.0
3859,1,MVN-2018-00027-SG,New Orleans,-91.02194,30.50886,1,East Baton Rouge,22.0
3860,0,MVN-2018-00031-ST,New Orleans,-90.07911,29.94417,0,Orleans,22.0
