,index,jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland
595,8180,RAPANOS,SAC-2008-01855,Charleston,Barefoot Church,-78.69753,33.84272,5/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,8809,RAPANOS,SAC-2016-01760,Charleston,Shaw Air Force Base / Poinsett Electronic Combat Range - South Site,-80.4863,33.80069,2/7/2017,0,1,0,0,0,0,0,0,1,0,0,1,0,0
597,9825,RAPANOS,SAC-2019-00790,Charleston,Johnsonville Pump Station #1 Upgrades,-79.44227,33.80916,6/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,11528,RAPANOS,SAW-2016-01408,Wilmington,"Jane S Sigmon, 4929 NC Hwy 16",-81.17756999999999,35.77033,12/6/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
599,9558,RAPANOS,SAC-2018-01316,Charleston,Jedburg Rd,-80.2126,33.08263,1/8/2019,0,1,0,0,0,0,1,0,1,0,0,0,0,1
600,9257,RAPANOS,SAC-2018-00064,Charleston,Waccamaw Highschool,-79.14520999999999,33.45117,2/8/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,11671,RAPANOS,SAW-2017-00362,Wilmington,Bradley Payne/Dare,-75.46602,35.604,2/27/2017,0,1,0,0,0,1,0,0,0,0,0,0,0,0
602,9444,RAPANOS,SAC-2018-00822,Charleston,South Rhett & Rome Lane,-79.9823,32.8729,12/19/2018,1,1,1,0,1,1,0,0,0,0,0,0,0,0
603,9565,RAPANOS,SAC-2018-01332,Charleston,Maidendown Solar,-81.32206,33.7775,2/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,9998,RAPANOS,SAC-2019-01663,Charleston,Wofford Street Property,-81.9457,34.94979,2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,8142,RAPANOS,SAC-2006-02337,Charleston,GUNTER 3.0 ACRES,-79.05836,33.533770000000004,12/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,9197,RAPANOS,SAC-2017-01823,Charleston,Legends Caro Lakes Blvd Tract,-79.01529000000001,33.74022,1/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,9890,RAPANOS,SAC-2019-01087,Charleston,Lowcountry Habitat for Humanity_3002 Walnut St,-80.73735,32.37992,8/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,9356,RAPANOS,SAC-2018-00465,Charleston,Heritage Road Development Tract,-78.89069,34.0012,12/17/2018,0,1,0,0,0,0,0,0,1,0,0,1,0,1
609,11051,RAPANOS,SAW-2015-01211,Wilmington,1099 Southport Supply Road,-78.2351,33.9969,11/9/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,9508,RAPANOS,SAC-2018-01097,Charleston,Nan Ya Plastics Corp,-79.76331,33.842420000000004,1/8/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611,11069,RAPANOS,SAW-2015-01381,Wilmington,Dan River Steam Station coal ash disposal / Eden / Rockingham County / Duke Energy Carolinas / industrial,-79.71425,36.496559999999995,8/18/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
612,11273,RAPANOS,SAW-2015-02593,Wilmington,Asheville Area Habitat for Humanity / Keith Levi,-82.52691,35.465790000000005,12/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,9267,RAPANOS,SAC-2018-00103,Charleston,Gary Drive - Sidewalk Construction ,-79.99473,32.85628,5/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,11223,RAPANOS,SAW-2015-02422,Wilmington,7404 EAST BEACH DR/KISER,-78.09121999999999,33.90495,12/30/2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0
615,8646,RAPANOS,SAC-2016-00941,Charleston,Bishop Gadsden Ferguson Road Expansion,-79.97925,32.7333,12/19/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
616,8892,RAPANOS,SAC-2017-00301,Charleston,Monrovia Street Tract,-79.95241,32.818540000000006,4/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11796,RAPANOS,SAW-2017-01979,Wilmington,"Klimkiewicz, June/Corolla/Currituck/AJD",-75.80336,36.281659999999995,1/18/2018,1,1,1,1,1,1,0,0,0,0,0,0,0,0
618,9583,RAPANOS,SAC-2018-01431,Charleston,Stony Landing Site,-79.97785,33.19056,1/15/2020,0,1,0,0,0,0,1,0,1,0,0,1,0,1
619,9522,RAPANOS,SAC-2018-01163,Charleston,"Town of Norway Water System Improvements- Maple, Hunter, & Kinard St",-81.12953,33.44235,10/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,11264,RAPANOS,SAW-2015-02560,Wilmington,Waterway Landing/JD,-78.49041,33.88831,12/10/2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0
621,11421,RAPANOS,SAW-2016-00533,Wilmington,Glen Eagles Lane,-79.43979,35.229459999999996,4/29/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0
622,11423,RAPANOS,SAW-2016-00537,Wilmington,Two Mile Branch Stream Maintenance,-77.83936,34.23315,3/21/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
623,9494,RAPANOS,SAC-2018-01040,Charleston,Forestbrook Reality Tract,-78.96222,33.71347,11/26/2018,0,1,0,0,0,0,1,0,1,0,0,0,1,1
624,9966,RAPANOS,SAC-2019-01448,Charleston,Town of Lexington Pump Station - Pump #11,-81.14088000000001,33.998459999999994,3/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,9591,RAPANOS,SAC-2018-01475,Charleston,"Double 4 Trouble LLC, Tract",-78.8027,33.8558,12/6/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1
626,8276,RAPANOS,SAC-2014-00988,Charleston,Chad Lindler Pond Project,-81.31529,34.17268,7/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
627,8945,RAPANOS,SAC-2017-00565,Charleston,"Martin, Cain / Martin Solar Farm",-79.28593000000001,34.22988,7/13/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1
628,8893,RAPANOS,SAC-2017-00303,Charleston,Pintail Creek Golf Club,-81.07753000000001,32.21808,11/9/2018,0,1,0,0,0,0,1,1,1,1,1,0,0,1
629,8991,RAPANOS,SAC-2017-00865,Charleston,SC-2006-B Dorchester Park Forest,-80.10637,32.91232,8/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11361,RAPANOS,SAW-2016-00275,Wilmington,Highway 9 North Water Main Extension ,-82.18918000000001,35.37808,3/28/2016,0,1,0,0,1,0,1,0,0,0,0,0,0,0
631,9274,RAPANOS,SAC-2018-00133,Charleston,Legends at North of the Broad,-80.76293000000001,32.39312,5/2/2018,1,1,1,0,1,1,0,0,0,0,0,0,0,1
632,8942,RAPANOS,SAC-2017-00531,Charleston,Southrail Road 484-531,-80.06884000000001,32.94482,8/1/2017,0,1,0,0,0,0,0,0,1,0,0,0,0,1
633,11358,RAPANOS,SAW-2016-00255,Wilmington,Innovative Solar Site #31/Additional Area,-78.74946,34.5465,2/8/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
634,10928,RAPANOS,SAW-2011-01409,Wilmington,Charlotte Mecklenburg Storm Water Services Umbrella Bank / Newell Mitigation Site,-80.73891,35.28853,2/3/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,0
635,11286,RAPANOS,SAW-2015-02660,Wilmington,1495 Highway 421 N/JD,-77.95548000000001,34.248940000000005,3/18/2016,1,1,1,0,1,1,0,0,0,0,0,0,0,1
636,10111,RAPANOS,SAC-2020-00550,Charleston,Mosquito Project,-80.74426,32.464859999999994,5/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,10076,RAPANOS,SAC-2020-00216,Charleston,Rivers Edge,-82.46733,34.74982,4/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,8385,RAPANOS,SAC-2015-01120,Charleston,ASHEM #415-002,-79.99559,32.80591,11/16/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
639,9086,RAPANOS,SAC-2017-01355,Charleston,Sago Plantation Phase 2A JD,-78.96895,33.74637,9/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8698,RAPANOS,SAC-2016-01249,Charleston,Pine Island Point Tract,-78.91686999999999,33.70008,9/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,9090,RAPANOS,SAC-2017-01387,Charleston,Winyah Meridan Area,-79.3616,33.3305,1/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642,11636,RAPANOS,SAW-2016-02481,Wilmington,JBH Development LLC Dunbury Site,-80.9049,35.3876,1/20/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
643,9265,RAPANOS,SAC-2018-00101,Charleston,Clinton Street - Sidewalk Construction ,-79.97232,32.84639,5/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,11206,RAPANOS,SAW-2015-02338,Wilmington,236 Wildflower Lane Stream Bank Stabilization,-83.0663,35.4513,1/25/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
645,8321,RAPANOS,SAC-2015-00675,Charleston,Whitehall-Dorchester LLC / Cedar Grove Phase VI,-80.13803,32.928670000000004,2/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,10803,RAPANOS,SAW-2003-00659,Wilmington,"Mallory Creek PUD; MALLORY CREEK LAND & TIMBER, INC.",-77.9989,34.1881,11/19/2015,0,1,0,0,0,1,0,0,0,0,0,0,0,1
647,9745,RAPANOS,SAC-2019-00320,Charleston,Georgetown Co Water & Sewer / Carters Crossroads Area 1,-79.38879,33.6796,5/10/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
648,9702,RAPANOS,SAC-2019-00121,Charleston,Cathy Williams Single-Family Mobile Home Replacement,-79.76341,33.68561,1/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,9779,RAPANOS,SAC-2019-00544,Charleston,Kelley Memorial Hospital,-79.83123,33.665440000000004,4/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,9052,RAPANOS,SAC-2017-01160,Charleston,Rast Street JD,-80.37038000000001,33.951229999999995,10/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,9951,RAPANOS,SAC-2019-01335,Charleston,Dusty Lane,-82.21903,34.80465,3/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,9497,RAPANOS,SAC-2018-01048,Charleston,RPSC Solar 4,-82.67357,34.88344,7/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,11054,RAPANOS,SAW-2015-01236,Wilmington,"2317 Prison Camp Road, Whiteville",-78.7393,34.2776,10/28/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,1
654,9828,RAPANOS,SAC-2019-00802,Charleston,Gifford Rosenwald School,-81.23765,32.86403,5/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,11510,RAPANOS,SAW-2016-01216,Wilmington,David Smith/Dare/PreAp,-75.46879,35.57186,6/15/2016,1,1,1,0,1,1,0,0,0,0,0,0,0,0
656,8359,RAPANOS,SAC-2015-00981-4E,Charleston,"Berry, Randy / Dillon Berry Tract",-79.37691,34.49542,11/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,11390,RAPANOS,SAW-2016-00383,Wilmington,Venters Holdings,-77.4362,34.75329,8/30/2016,1,1,1,1,1,0,0,0,0,0,0,0,0,0
658,10786,RAPANOS,SAW-1998-00590,Wilmington,Western Four Investors,-77.42811,34.79672,4/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,11393,RAPANOS,SAW-2016-00398,Wilmington,Corbett Industries/1700 Plantation Rd/JD,-77.81475,34.31586,4/13/2018,0,1,0,0,0,0,1,0,1,1,0,0,0,0
660,8669,RAPANOS,SAC-2016-01068,Charleston,Lot 6 Physicians Court,-78.9108,33.75853,9/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,8965,RAPANOS,SAC-2017-00744,Charleston,Atkinson Subdivision JD,-79.90143,34.210390000000004,8/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,11530,RAPANOS,SAW-2016-01421,Wilmington,Coogee Solar Farm,-76.8222,35.14978,8/16/2019,0,1,0,0,0,0,1,0,0,0,0,0,0,1
663,10918,RAPANOS,SAW-2010-02042,Wilmington,South Lakes Southern School Site/Apex/Wake County,-78.7371,35.57528,12/29/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
664,11081,RAPANOS,SAW-2015-01508,Wilmington,Villas on 5th / McGee Farm / 1117 South 5th Street / Mebane / Alamance County / residential,-79.28513000000001,36.07125,11/13/2019,0,1,0,0,0,0,1,0,1,0,0,0,0,0
665,11343,RAPANOS,SAW-2016-00169,Wilmington,Taryn Meadows subdivision/Zebulon Rd./Zebulon/Wake County ,-78.3275,35.84867,5/11/2016,0,1,0,0,0,0,1,0,1,1,0,1,0,0
666,8524,RAPANOS,SAC-2016-00248,Charleston,Sumter Public Safety Complex,-80.33389,33.92691,5/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,9160,RAPANOS,SAC-2017-01703,Charleston,Kittie's Landing Project ,-80.85221,32.25347,5/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,10832,RAPANOS,SAW-2006-00635,Wilmington,Ocean Ridge Plantation by MAS; WATERBROOK WOODS/COASTAL COMMUNITIES/LMG,-78.46789,33.91302,9/20/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
669,9465,RAPANOS,SAC-2018-00910,Charleston,CRP North,-79.92948,32.990429999999996,2/18/2020,0,1,0,0,0,1,0,0,0,0,0,0,0,1
670,11064,RAPANOS,SAW-2015-01353,Wilmington,Research Triangle Foundation of NC_Site S-4_Triangle Drive,-78.88757,35.8973,10/29/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
671,9106,RAPANOS,SAC-2017-01438,Charleston,Harlless Bridge Road Tract,-79.42577,34.427279999999996,11/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,9965,RAPANOS,SAC-2019-01447,Charleston,Town of Lexington Pump Station - Pump #10,-81.1297,33.99173,4/1/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1
673,11327,RAPANOS,SAW-2016-00128,Wilmington,Asbury Chapel Thoroughfare Extension / Walden Subdivision,-80.81582,35.42447,2/5/2016,0,1,0,0,0,0,1,0,1,0,0,1,0,0
674,11648,RAPANOS,SAW-2017-00101,Wilmington,PTIA / Chimney Rock Road / Greensboro / Guilford County / commercial,-79.91450999999999,36.10837,3/14/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1
675,8279,RAPANOS,SAC-2014-01063-3JY,Charleston,Chestnut 3 Wilson Tract,-78.79268,33.790409999999994,2/2/2016,0,1,0,0,0,0,1,0,0,1,0,0,0,0
676,8240,RAPANOS,SAC-2012-00203-3H,Charleston,Geneva Vereen Property,-78.58903000000001,33.8914,10/18/2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0
677,9546,RAPANOS,SAC-2018-01264,Charleston,Wheelhouse Properties,-80.25405,33.11223,1/16/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
678,11391,RAPANOS,SAW-2016-00385,Wilmington,Camden County WWTP,-76.13374,36.35353,6/27/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1
679,9116,RAPANOS,SAC-2017-01466,Charleston,Browns Hollow Tract,-78.84053,33.91043,2/8/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
680,9936,RAPANOS,SAC-2019-01255,Charleston,Palmetto Commerce Charleston Tract,-80.07798000000001,32.93919,12/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
681,11073,RAPANOS,SAW-2015-01426,Wilmington,Cliffside Steam Station Site assesment,-81.75117,35.21434,11/20/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,9061,RAPANOS,SAC-2017-01198,Charleston,St. George Airport Expansion,-80.51456999999999,33.18969,5/15/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
683,9499,RAPANOS,SAC-2018-01055,Charleston,Sioux Swamp Road Site PWD,-79.11827,33.864909999999995,8/24/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
684,11642,RAPANOS,SAW-2016-02543,Wilmington,Biogen_RTP Campus,-78.868,35.86305,12/30/2016,0,1,0,0,0,0,1,1,0,1,1,0,0,0
685,11012,RAPANOS,SAW-2015-00211,Wilmington,Shell Rock Landing Road / JD / 535303140476,-77.16739,34.65498,12/15/2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0
686,10969,RAPANOS,SAW-2014-01045,Wilmington,"Patra Payseur, Payseur High House Road Property",-78.86655,35.78777,10/30/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0
687,8723,RAPANOS,SAC-2016-01382,Charleston,Tract D,-80.05666,32.7314,11/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,11870,RAPANOS,SAW-2018-00240,Wilmington,Publix Distribution Center / Birch Creek Road and US Highway 70 / McLeansville / Guilford County,-79.6587,36.0814,7/3/2018,0,1,0,0,0,0,1,0,1,1,0,1,0,0
689,10027,RAPANOS,SAC-2019-01886,Charleston,Thomas and Hutton / Dunbarton Drive Tract,-79.833,34.2001,4/9/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1
690,11148,RAPANOS,SAW-2015-02082,Wilmington,David Crull Boat Access Channels,-80.96063000000001,35.47607,10/30/2015,0,1,0,0,1,0,0,0,0,1,0,0,0,0
691,10880,RAPANOS,SAW-2008-01668,Wilmington,Windsor Park Phase 3 residential subdivision,-78.07271999999999,34.267759999999996,8/23/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
692,11449,RAPANOS,SAW-2016-00714,Wilmington," Strata Solar, Monroe Solar Farm",-80.62988,34.93003,7/12/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
693,8631,RAPANOS,SAC-2016-00858,Charleston,Frazier Martin Tract,-80.22418,32.77203,10/26/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1
694,10033,RAPANOS,SAC-2019-01947,Charleston,Merrimack Tract,-80.01124,33.185829999999996,3/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,11444,RAPANOS,SAW-2016-00693,Wilmington,"Midgett, Timothy W/Dare/PreAp",-75.689,35.99949,8/3/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
696,8467,RAPANOS,SAC-2015-01743,Charleston,Hassel Tract Associates LLC / Central Mt. Pleasant - Phase 1,-79.83654,32.81171,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
697,11812,RAPANOS,SAW-2017-02280,Wilmington,NCDOT/US421/W5521/Wilkes/Div11,-81.43689,36.20363,3/6/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0
698,8274,RAPANOS,SAC-2014-00899-4E,Charleston,Palmetto Industrial Park,-80.36227,33.95815,6/10/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
699,9364,RAPANOS,SAC-2018-00488,Charleston,Pinckney 1094 Williams Road,-79.93991,32.7306,5/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,11015,RAPANOS,SAW-2015-00305,Wilmington,1402/ 1404 Marsh Cove Lane,-77.8729,34.1227,11/17/2015,1,1,0,0,0,1,0,0,0,0,0,0,0,0
701,11349,RAPANOS,SAW-2016-00207,Wilmington,NCDOT / New Hope Creek Bridge #75 SR1127 Borland Road / Orange County / Hillsborough NC,-79.12638000000001,36.003859999999996,2/10/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
702,9632,RAPANOS,SAC-2018-01705,Charleston,1627 Trailside Townes Watkins Road,-82.45492,34.90502,3/1/2019,0,1,0,0,0,0,1,0,1,0,0,0,1,1
703,8896,RAPANOS,SAC-2017-00332,Charleston,Darlington Tractor Supply,-79.85410999999999,34.28024,4/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,9908,RAPANOS,SAC-2019-01161,Charleston,204 3rd Avenue,-79.68638,34.62171,7/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,11368,RAPANOS,SAW-2016-00302,Wilmington,"Duke Energy, Rodney Hutcherson",-77.45088,34.75373,3/31/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
706,9113,RAPANOS,SAC-2017-01455,Charleston,Eagle South Tract,-78.99552,33.75813,1/23/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
707,8223,RAPANOS,SAC-2011-00314,Charleston,Waterway Tract,-78.94877,33.69396,11/10/2015,1,1,1,0,1,1,0,0,0,0,0,0,0,1
708,8573,RAPANOS,SAC-2016-00553,Charleston,Belfair Plantation Pond 13,-80.851,32.2799,6/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
709,10840,RAPANOS,SAW-2006-32506,Wilmington,138 Lighthouse Drive Carolina Beach Village Lot 12,-77.89591999999999,34.04698,3/24/2020,0,1,0,0,0,1,0,0,0,0,0,0,0,1
710,10041,RAPANOS,SAC-2019-02007,Charleston,"Foxbank Tracts F,R, S-1 and S-2",-80.03699999999999,33.094120000000004,6/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,9892,RAPANOS,SAC-2019-01089,Charleston,Lowcountry Habitat for Humanity_3004 Walnut St,-80.73761999999999,32.37978,8/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,8918,RAPANOS,SAC-2017-00442,Charleston,BEC - 176,-80.14737,33.13402,7/7/2017,0,1,0,0,0,0,1,0,1,1,0,0,0,1
713,9939,RAPANOS,SAC-2019-01263,Charleston,Haig Point Cottages,-80.84441,32.131170000000004,12/4/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,8683,RAPANOS,SAC-2016-01184,Charleston,West Street Harleyville Phase V,-80.44709,33.21043,9/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,9729,RAPANOS,SAC-2019-00265,Charleston,Lennar Homes North Village 23,-78.89832,33.75632,4/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,11034,RAPANOS,SAW-2015-00767,Wilmington,"1109 Cronly Road, Delco",-78.2085,34.3202,10/27/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
717,10029,RAPANOS,SAC-2019-01908,Charleston,St. Phillips Church Reevesville,-80.64488,33.20577,1/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
718,9938,RAPANOS,SAC-2019-01261,Charleston,Bullstreet Development Parcel F-9,-81.02837,34.0164,4/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,8519,RAPANOS,SAC-2016-00226-4S,Charleston,Wire Road Tract,-79.9025,34.32204,2/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,9142,RAPANOS,SAC-2017-01626,Charleston,Button Hall,-80.03985,33.00464,11/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,10114,RAPANOS,SAC-2020-00584,Charleston,Myrtle Grand Tract C,-79.01935,33.77192,5/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722,10060,RAPANOS,SAC-2020-00120,Charleston,JD - Southeastern Sand Company Property,-79.82253,33.98793,4/17/2020,0,1,0,0,0,1,1,0,0,0,0,0,0,1
723,11633,RAPANOS,SAW-2016-02463,Wilmington,"2318, 2406, 2604, 2314 Middle Sound Loop Road",-77.786,34.254,12/16/2016,0,1,0,0,0,1,1,0,1,0,0,0,0,0
724,10038,RAPANOS,SAC-2019-01983,Charleston,HGTC Grand Strand Campus,-78.944,33.659,2/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,11164,RAPANOS,SAW-2015-02187,Wilmington,Horrell Road,-78.31182,34.53275,10/23/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
726,11172,RAPANOS,SAW-2015-02214,Wilmington,"RREF II-FH NC Pelican, LLC / Pelican Property",-78.79867,35.95532,10/27/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,1
727,11003,RAPANOS,SAW-2014-02228,Wilmington,"Spring Hope 2 Solar Site / Dogwood Creek Land Holdings, LLC / Nash County",-78.19211,35.90905,5/16/2019,0,1,0,0,0,0,1,0,1,0,0,0,0,1
728,11791,RAPANOS,SAW-2017-01902,Wilmington,Nancy Edens-Mullet Lane ,-77.3887,34.56661,9/8/2017,1,1,1,0,0,1,0,0,0,0,0,0,0,0
729,9748,RAPANOS,SAC-2019-00331,Charleston,Maximus Mine,-80.40118000000001,33.101259999999996,4/9/2019,0,1,0,0,0,1,0,0,1,0,0,0,0,0
730,10090,RAPANOS,SAC-2020-00405,Charleston,Project #2 Area,-79.7656,32.799040000000005,4/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,10868,RAPANOS,SAW-2008-00068,Wilmington,"Rose Hill Landing development by Chair Road Associates, LLC/Burrows Smith/a.k.a River Bluffs",-77.94574,34.3168,10/26/2018,1,1,1,0,0,1,0,0,1,1,0,0,0,0
732,10096,RAPANOS,SAC-2020-00421,Charleston,Easley YMCA,-82.57737,34.8286,5/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,9325,RAPANOS,SAC-2018-00321,Charleston,Howard Highway 501 Tract,-78.99014,33.78669,4/9/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,1
734,11161,RAPANOS,SAW-2015-02163,Wilmington,Rock Barn Solar Farm,-81.1558,35.7388,12/21/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0
735,8354,RAPANOS,SAC-2015-00931,Charleston,"Farrow 707, LLC / Collins Glenn Commercial Tract - North Parcel",-79.05295,33.60945,11/21/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,8711,RAPANOS,SAC-2016-01336,Charleston,Beaumont Road Tract,-79.15796,33.4367,9/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,10957,RAPANOS,SAW-2013-01926,Wilmington,"Barco Equities, LP/ Currituck",-75.97717,36.386309999999995,7/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,11457,RAPANOS,SAW-2016-00795,Wilmington,West Branch,-80.8277,35.4783,1/23/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
739,10112,RAPANOS,SAC-2020-00581,Charleston,Myrtle Trace Grand Tract A,-79.01893000000001,33.773709999999994,5/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,9517,RAPANOS,SAC-2018-01156,Charleston,Jessamine Place,-81.15101999999999,34.00156,10/24/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
741,9717,RAPANOS,SAC-2019-00185,Charleston,Astro Theatre Parking Lot,-82.83634,34.687540000000006,3/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,11380,RAPANOS,SAW-2016-00343,Wilmington,South Mountain Game Land Culvert Replacement,-81.83403,35.54557,2/18/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
743,9989,RAPANOS,SAC-2019-01596,Charleston,160 Shepard Street,-80.19838,33.010690000000004,11/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
744,9381,RAPANOS,SAC-2018-00552,Charleston,Victor Hill Site,-82.15297,34.90842,7/3/2018,0,1,0,0,0,0,1,0,1,1,0,0,0,0
745,9473,RAPANOS,SAC-2018-00938,Charleston,312 Pineland Lakes Drive Pre App,-79.0034,33.8582,8/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
