,Unnamed: 0,Unnamed: 0.1,jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index,Index,mukey,hydclprs,aws025wta,drclassdcd,nhd_vars_wb,nhd_vars_fl,fl_comids,fl_ftype,fl_gnis_count,fl_length,fl_comid_list,fl_areasqkm,fl_totdasqkm,fl_flow_type
1649,1649,1649,RAPANOS,LRL-2019-00075-sjk,Louisville,Sawmill Offiste drainage improvements - Leary Drain,-85.81513000000002,39.78208,02/13/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1650,1650,160821.0,95.0,4.3,Poorly drained,"([], '', 0, 0, 0)","([18460280], 'CanalDitch+', 1, nan, 9.471)",18460280,CanalDitch+,1,9.471,[18460280],34.0371,34.0371,1.0
1650,1650,1650,RAPANOS,LRL-2019-00076,Louisville,The Breakers at Prospect Subdivison JD Request,-85.62493000000002,38.35732,03/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1651,1651,1533028.0,0.0,5.75,Moderately well drained,"([10162810], 'LakePond+', 0, 0.035, nan)","([10163972], 'ArtificialPath+', 1, nan, 5.155)",10163972,ArtificialPath+,1,5.155,[10163972],14.004,235119.1851,1.0
1651,1651,1651,RAPANOS,LRL-2019-00084,Louisville,INDOT SR 157 bridge replacement Greene County (Des. No. 1700141),-86.99355,39.14116,03/08/2019,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1652,1652,161539.0,100.0,5.67,Poorly drained,"([], '', 0, 0, 0)","([18465606, 18465610, 18466532], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 7.021)",18465606 18465610 18466532,StreamRiver+StreamRiver+StreamRiver+,3,7.021,"[18465606, 18465610, 18466532]",15.6024,3145.6224,3.0
1652,1652,1652,RAPANOS,LRL-2019-00087-MKD,Louisville,H2 Quarry Site,-86.5792,39.0681,06/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1653,1653,535526.0,0.0,5.22,Well drained,"([], '', 0, 0, 0)","([18443958], 'StreamRiver+', 1, nan, 7.687)",18443958,StreamRiver+,1,7.687,[18443958],24.2091,134.2818,1.0
1653,1653,1653,RAPANOS,LRL-2019-00100-sjk,Louisville,Wood Hollow residential development - Pulte Homes,-86.0758,40.02918,03/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1654,1654,3105085.0,65.0,4.32,Poorly drained,"([], '', 0, 0, 0)","([18475351, 18475391], 'StreamRiver+StreamRiver+', 0, nan, 7.426)",18475351 18475391,StreamRiver+StreamRiver+,0,7.426,"[18475351, 18475391]",,,0.0
1654,1654,1654,RAPANOS,LRL-2019-00133-MKD,Louisville,Bridge 12 Replacement,-85.04191999999998,38.79788,03/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1655,1655,535274.0,0.0,5.0,Well drained,"([], '', 0, 0, 0)","([3408165, 3408153, 3408167, 3408155], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 3, nan, 13.126000000000001)",3408165 3408153 3408167 3408155,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,3,13.126000000000001,"[3408165, 3408153, 3408167, 3408155]",29.8161,58.4874,4.0
1655,1655,1655,RAPANOS,LRL-2019-00135-MKD,Louisville,Bridge 10 Replacement,-85.10039999999998,38.75948,02/26/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1656,1656,535279.0,2.0,4.55,Well drained,"([], '', 0, 0, 0)","([3408255, 3408257, 3408195, 3408185, 3408251, 3408183, 3408261], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 7, nan, 26.382999999999996)",3408255 3408257 3408195 3408185 3408251 3408183 3408261,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,7,26.382999999999996,"[3408255, 3408257, 3408195, 3408185, 3408251, 3408183, 3408261]",44.4888,584.7183,7.0
1656,1656,1656,RAPANOS,LRL-2019-00136,Louisville,Utz Farm Development,-84.64891999999998,39.07296,10/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1657,1657,552062.0,0.0,5.5,Moderately well drained,"([], '', 0, 0, 0)","([3406081, 3405445, 3405503, 3405429], 'ArtificialPath+StreamRiver+StreamRiver+StreamRiver+', 1, nan, 4.714)",3406081 3405445 3405503 3405429,ArtificialPath+StreamRiver+StreamRiver+StreamRiver+,1,4.714,"[3406081, 3405445, 3405503, 3405429]",5.2803,198341.3367,4.0
1657,1657,1657,RAPANOS,LRL-2019-00141-sjk,Louisville,"Meridian at Springhurst development, Greenfield - Westport Homes",-85.79783999999998,39.79511,08/01/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1658,1658,160822.0,5.0,5.28,Somewhat poorly drained,"([18459660], 'LakePond+', 0, 0.02, nan)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1658,1658,1658,RAPANOS,LRL-2019-00162-htm,Louisville,JD - 9300/9350 Rawles Avenue,-86.00020000000002,39.65633,09/17/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1659,1659,164416.0,95.0,5.24,Poorly drained,"([], '', 0, 0, 0)","([18460964, 18460054, 18460056], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 6.973)",18460964 18460054 18460056,StreamRiver+StreamRiver+StreamRiver+,3,6.973,"[18460964, 18460054, 18460056]",16.8057,24.4512,3.0
1659,1659,1659,RAPANOS,LRL-2019-00193-pjl,Louisville,Mainline 100 and Mainline 200 Replacements,-83.77437999999998,37.945,03/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,1660,550533.0,5.0,5.16,Moderately well drained,"([], '', 0, 0, 0)","([2092985, 2093037, 2093045, 2093041, 2093039, 2093035, 2093117, 2093183, 2092987, 2093043], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 8, nan, 11.025)",2092985 2093037 2093045 2093041 2093039 2093035 2093117 2093183 2092987 2093043,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,8,11.025,"[2092985, 2093037, 2093045, 2093041, 2093039, 2093035, 2093117, 2093183, 2092987, 2093043]",14.180400000000002,565.506,10.0
1660,1660,1660,RAPANOS,LRL-2019-00198-jlb,Louisville,AEP Enterprise Park Economic and Area Improvement Project,-82.54069,37.41786,03/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,1661,550043.0,0.0,2.6,Well drained,"([], '', 0, 0, 0)","([887259, 887283, 1086729], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 6.4990000000000006)",887259 887283 1086729,StreamRiver+StreamRiver+StreamRiver+,3,6.4990000000000006,"[887259, 887283, 1086729]",7.9830000000000005,7.9830000000000005,3.0
1661,1661,1661,RAPANOS,LRL-2019-00217-sjk,Louisville,"Approved JD - Intech Park Hotel - Cripe, Indianapolis",-86.27354,39.87755,04/17/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1662,1662,3104676.0,5.0,5.26,Somewhat poorly drained,"([18475897, 18475915], 'LakePond+LakePond+', 1, 0.08, nan)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1662,1662,1662,RAPANOS,LRL-2019-00229-htm,Louisville,JD - 10100 Pennsylvania Pkway,-86.15619000000002,39.93351,07/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1663,1663,3105084.0,40.0,5.5,,"([18475819], 'LakePond+', 0, 0.012, nan)","([18476325, 18476331, 18476837], 'StreamRiver+StreamRiver+ArtificialPath+', 0, nan, 7.147)",18476325 18476331 18476837,StreamRiver+StreamRiver+ArtificialPath+,0,7.147,"[18476325, 18476331, 18476837]",23.4531,98.8587,3.0
1663,1663,1663,RAPANOS,LRL-2019-00245-LCL,Louisville,JD - Guilford Elementary School Site - Plainfield - 40 acres,-86.42068999999998,39.66881,05/22/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1664,1664,161480.0,2.0,5.26,Somewhat poorly drained,"([], '', 0, 0, 0)","([18476529], 'StreamRiver+', 1, nan, 11.581)",18476529,StreamRiver+,1,11.581,[18476529],36.8946,164.0268,1.0
1664,1664,1664,RAPANOS,LRL-2019-00246-sam,Louisville,"Milestone - River Road sand and gravel pit, Hamilton County",-86.01924,40.02074,05/20/2019,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1665,1665,3186643.0,0.0,0.0,,"([18475087, 18475089, 18475075, 18475079, 18475083, 18475091], 'LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+', 0, 0.255, nan)","([18475547, 18475337, 18475349, 18475329, 18475339, 18475365, 18475357, 18475381, 18475331, 18475347, 18475517, 18475523, 18475563, 18475567, 18475565, 18478771, 18475515, 18475571, 18475525, 18475559, 18475545, 18475539, 18475521, 18475573, 18475569, 18475519, 18475541, 18475527, 18475543, 18475537], 'ArtificialPath+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+', 17, nan, 15.302999999999997)",18475547 18475337 18475349 18475329 18475339 18475365 18475357 18475381 18475331 18475347 18475517 18475523 18475563 18475567 18475565 18478771 18475515 18475571 18475525 18475559 18475545 18475539 18475521 18475573 18475569 18475519 18475541 18475527 18475543 18475537,ArtificialPath+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+,17,15.302999999999997,"[18475547, 18475337, 18475349, 18475329, 18475339, 18475365, 18475357, 18475381, 18475331, 18475347, 18475517, 18475523, 18475563, 18475567, 18475565, 18478771, 18475515, 18475571, 18475525, 18475559, 18475545, 18475539, 18475521, 18475573, 18475569, 18475519, 18475541, 18475527, 18475543, 18475537]",14.6898,37286.5239,30.0
1665,1665,1665,RAPANOS,LRL-2019-00256-SCM,Louisville,"INDOT CR 400 S, Road Reconstruction, Goose Pond Fish & Wildlife Area, Greene County (Des. No. 1601177)",-87.18916999999998,38.9677,06/10/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1666,1666,161593.0,100.0,3.36,Poorly drained,"([], '', 0, 0, 0)","([18470604], 'CanalDitch+', 0, nan, 7.377)",18470604,CanalDitch+,0,7.377,[18470604],22.1895,53.1891,1.0
1666,1666,1666,RAPANOS,LRL-2019-00272-LCL,Louisville,JD - Chatham Hills Phase 6,-86.15827,40.07867,07/01/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1667,1667,3186645.0,0.0,3.84,Moderately well drained,"([], '', 0, 0, 0)","([18475457], 'CanalDitch+', 0, nan, 4.792)",18475457,CanalDitch+,0,4.792,[18475457],10.1367,10.1367,1.0
1667,1667,1667,RAPANOS,LRL-2019-00286,Louisville,Greenbelt Warehouse Project,-85.87739000000002,38.16262,10/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1668,1668,1533029.0,0.0,5.75,Moderately well drained,"([], '', 0, 0, 0)","([10163770, 10163772, 10163782], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 10.276)",10163770 10163772 10163782,StreamRiver+StreamRiver+StreamRiver+,3,10.276,"[10163770, 10163772, 10163782]",15.012899999999998,16.7175,3.0
1668,1668,1668,RAPANOS,LRL-2019-00299-SCM,Louisville,"INDOT US 41 Approved JD Request, Benton County (Des. No. 1701564)",-87.37891999999998,40.53936,08/02/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669,1669,164540.0,100.0,5.75,Poorly drained,"([], '', 0, 0, 0)","([10204519, 10204539], 'StreamRiver+StreamRiver+', 0, nan, 9.745000000000001)",10204519 10204539,StreamRiver+StreamRiver+,0,9.745000000000001,"[10204519, 10204539]",10.4076,10.4076,2.0
1669,1669,1669,RAPANOS,LRL-2019-00320-SCM,Louisville,"Five Points Road & Edgewood Ave. Intersection Improvement, Marion Co. (Des. No. 1400940)",-86.04447999999998,39.68135,04/17/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1670,1670,164441.0,100.0,5.25,Very poorly drained,"([], '', 0, 0, 0)","([18476509], 'StreamRiver+', 1, nan, 21.436)",18476509,StreamRiver+,1,21.436,[18476509],50.6196,50.6196,1.0
1670,1670,1670,RAPANOS,LRL-2019-00330-LCL,Louisville,JD - 151st St Trail - Grassy Branch Development - Earth Source,-86.11192,40.00747,05/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1671,1671,3105102.0,5.0,5.35,Moderately well drained,"([], '', 0, 0, 0)","([18476315, 18475393], 'StreamRiver+StreamRiver+', 2, nan, 12.089)",18476315 18475393,StreamRiver+StreamRiver+,2,12.089,"[18476315, 18475393]",29.025,98.2809,2.0
1671,1671,1671,RAPANOS,LRL-2019-00333,Louisville,Greensburg 138kV Substation,-85.46414,39.36782,06/04/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1672,1672,162380.0,10.0,5.62,Somewhat poorly drained,"([], '', 0, 0, 0)","([18454433], 'StreamRiver+', 1, nan, 5.168)",18454433,StreamRiver+,1,5.168,[18454433],7.6383,17.8695,1.0
1672,1672,1672,RAPANOS,LRL-2019-00346-sjk,Louisville,Blue River Trail Phase 2 - City of Shelbyville,-85.76916999999997,39.5363,05/03/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1673,1673,160740.0,0.0,5.25,Well drained,"([18459746, 18459732, 18459734, 18459736, 18459738, 18459740, 18459748, 18459742], 'LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+', 1, 0.46699999999999997, nan)","([18460180, 18460292, 18460168], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 15.767000000000001)",18460180 18460292 18460168,StreamRiver+StreamRiver+StreamRiver+,3,15.767000000000001,"[18460180, 18460292, 18460168]",33.768,2179.2672000000002,3.0
1673,1673,1673,RAPANOS,LRL-2019-00351-LCL,Louisville,JD - Carey Corporation Site - Pinnacle Development - V3,-86.11412,40.07414,07/24/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1674,1674,3186656.0,2.0,5.26,Somewhat poorly drained,"([], '', 0, 0, 0)","([18475291, 18475243], 'StreamRiver+StreamRiver+', 1, nan, 10.465)",18475291 18475243,StreamRiver+StreamRiver+,1,10.465,"[18475291, 18475243]",11.9007,14.940900000000001,2.0
1674,1674,1674,RAPANOS,LRL-2019-00353,Louisville,Heaven Hill Distillery Warehouse Development,-85.47150999999998,37.92506,06/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1675,1675,549973.0,0.0,4.99,Well drained,"([], '', 0, 0, 0)","([10266450, 10265852, 10266024], 'StreamRiver+StreamRiver+StreamRiver+', 2, nan, 11.421)",10266450 10265852 10266024,StreamRiver+StreamRiver+StreamRiver+,2,11.421,"[10266450, 10265852, 10266024]",14.9148,77.40090000000001,3.0
1675,1675,1675,RAPANOS,LRL-2019-00357-sjk,Louisville,McClure Ditch maintenance - Tippecanoe County Surveyor,-86.94002999999998,40.46208,05/29/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1676,1676,164115.0,100.0,5.4,Poorly drained,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1676,1676,1676,RAPANOS,LRL-2019-00358,Louisville,INDOT I65 bridge replacements Marion County (Des. No. 1006353),-86.12072000000002,39.71575,06/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1677,1677,164442.0,3.0,0.0,Well drained,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1677,1677,1677,RAPANOS,LRL-2019-00383-sjk,Louisville,Milestone Headquarters - Beech Grove,-86.07786,39.72383,08/14/2019,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1678,1678,164442.0,3.0,0.0,Well drained,"([], '', 0, 0, 0)","([18476793], 'StreamRiver+', 0, nan, 10.444)",18476793,StreamRiver+,0,10.444,[18476793],28.2033,28.2033,1.0
1678,1678,1678,RAPANOS,LRL-2019-00385-MKD,Louisville,Fischer-Springhill Drive,-87.38701,39.41326,05/28/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,1679,159704.0,0.0,5.5,Moderately well drained,"([10284310], 'LakePond+', 0, 0.129, nan)","([10285752, 10286132], 'CanalDitch+Pipeline+', 0, nan, 13.065000000000001)",10285752 10286132,CanalDitch+Pipeline+,0,13.065000000000001,"[10285752, 10286132]",,,1.0
1679,1679,1679,RAPANOS,LRL-2019-00393-SCM,Louisville,"146th Street Added Travel Lanes - Phase 4, Hamilton County (Des. No. 1401701)",-86.23434,39.99878,08/09/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,1680,3186658.0,95.0,4.3,Poorly drained,"([], '', 0, 0, 0)","([18475399, 18476761, 18475383, 18475473, 18475385], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 3, nan, 12.222000000000001)",18475399 18476761 18475383 18475473 18475385,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,3,12.222000000000001,"[18475399, 18476761, 18475383, 18475473, 18475385]",,,4.0
1680,1680,1680,RAPANOS,LRL-2019-00409,Louisville,Turfway Park Commercial Development,-84.72781000000002,38.96978,07/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1681,1681,552042.0,0.0,5.75,Well drained,"([], '', 0, 0, 0)","([3407407], 'StreamRiver+', 1, nan, 11.052)",3407407,StreamRiver+,1,11.052,[3407407],23.3739,125.172,1.0
1681,1681,1681,RAPANOS,LRL-2019-00415-sjk,Louisville,Huffer Farm ditch encapsulation - Carroll County,-86.47583,40.59295,05/23/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1682,1682,165155.0,100.0,4.5,Very poorly drained,"([], '', 0, 0, 0)","([20100474, 20100466, 20100478, 20100530, 20100482, 20100464], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 5, nan, 11.950999999999999)",20100474 20100466 20100478 20100530 20100482 20100464,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,5,11.950999999999999,"[20100474, 20100466, 20100478, 20100530, 20100482, 20100464]",18.552599999999998,2575.0161000000003,6.0
1682,1682,1682,RAPANOS,LRL-2019-00417-sjk,Louisville,Approved JD: Greencastle Wal-Mart borrow pond,-86.82165999999998,39.64258,05/23/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1683,1683,159866.0,5.0,5.55,Moderately well drained,"([], '', 0, 0, 0)","([18464566], 'StreamRiver+', 1, nan, 1.678)",18464566,StreamRiver+,1,1.678,[18464566],2.3832,2.3832,1.0
1683,1683,1683,RAPANOS,LRL-2019-00434,Louisville,Oglesby Property,-85.71687,38.40515,08/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1684,1684,201069.0,0.0,4.71,Well drained,"([], '', 0, 0, 0)","([10163582, 10163584], 'StreamRiver+StreamRiver+', 2, nan, 12.822)",10163582 10163584,StreamRiver+StreamRiver+,2,12.822,"[10163582, 10163584]",26.415,479.93399999999997,2.0
1684,1684,1684,RAPANOS,LRL-2019-00452,Louisville,Elijah Creek Industrial Development,-84.68828999999998,39.07502,12/17/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1685,1685,552065.0,0.0,0.0,,"([], '', 0, 0, 0)","([3405499, 3405437, 3405451, 3405427, 3405485], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 3, nan, 10.962)",3405499 3405437 3405451 3405427 3405485,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,3,10.962,"[3405499, 3405437, 3405451, 3405427, 3405485]",10.71,30.3417,5.0
1685,1685,1685,RAPANOS,LRL-2019-00457-LCL,Louisville,JD - Prairie Chase Subdivision - Whitestown,-86.34322,40.00179,07/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1686,1686,678690.0,95.0,5.24,Poorly drained,"([], '', 0, 0, 0)","([18475407, 18476285], 'StreamRiver+StreamRiver+', 0, nan, 4.9559999999999995)",18475407 18476285,StreamRiver+StreamRiver+,0,4.9559999999999995,"[18475407, 18476285]",,,1.0
1686,1686,1686,RAPANOS,LRL-2019-00461,Louisville,Blue Lick Road Residential Devleopment.,-85.69394,38.09181,11/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1687,1687,1533003.0,2.0,4.69,Somewhat poorly drained,"([], '', 0, 0, 0)","([10264158], 'StreamRiver+', 1, nan, 5.429)",10264158,StreamRiver+,1,5.429,[10264158],11.6613,11.6613,1.0
1687,1687,1687,RAPANOS,LRL-2019-00468-LCL,Louisville,JD - Circle H Farms - Brownsburg - Earth Source,-86.42317,39.86312,07/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1688,1688,161480.0,2.0,5.26,Somewhat poorly drained,"([], '', 0, 0, 0)","([18476407], 'StreamRiver+', 1, nan, 7.961)",18476407,StreamRiver+,1,7.961,[18476407],25.6824,48.3552,1.0
1688,1688,1688,RAPANOS,LRL-2019-00472-LCL,Louisville,Tech Village Development - ZP Investments,-86.16125,39.9526,07/16/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1689,1689,3105084.0,40.0,5.5,,"([], '', 0, 0, 0)","([18476325], 'StreamRiver+', 0, nan, 5.359)",18476325,StreamRiver+,0,5.359,[18476325],16.938,29.9187,1.0
1689,1689,1689,RAPANOS,LRL-2019-00487,Louisville,"Monroe County Airport, Indiana",-86.61409999999998,39.1609,10/22/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1690,1690,535547.0,0.0,5.1,Moderately well drained,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1690,1690,1690,RAPANOS,LRL-2019-00491-htm,Louisville,Approved JD: Dogwood Development 700 S. Post Road,-86.01137,39.75503,11/05/2019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1691,1691,164431.0,5.0,5.33,Moderately well drained,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1691,1691,1691,RAPANOS,LRL-2019-00521-pjl,Louisville,McDeane Road Apartments,-85.82126,38.16701,06/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1692,1692,1533005.0,91.0,4.51,Poorly drained,"([10163128], 'LakePond+', 0, 0.015, nan)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1692,1692,1692,RAPANOS,LRL-2019-00522-MKD,Louisville,Profile Parkway Extension,-86.58222000000002,39.17194,09/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1693,1693,535568.0,0.0,0.0,,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,[],0.0,0.0,0.0
1693,1693,1693,RAPANOS,LRL-2019-00532-sjk,Louisville,"Approved JD: Piety Farm site, Marion County",-86.00654,39.68537,08/09/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1694,1694,164416.0,95.0,5.24,Poorly drained,"([], '', 0, 0, 0)","([18460962, 18460032, 18460038, 18460030], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 3, nan, 6.381)",18460962 18460032 18460038 18460030,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,3,6.381,"[18460962, 18460032, 18460038, 18460030]",10.037700000000001,18.0306,4.0
1694,1694,1694,RAPANOS,LRL-2019-00546,Louisville,Wade Trim,-84.43289,39.05384,10/22/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1695,1695,552031.0,0.0,3.53,Well drained,"([1917832], 'LakePond+', 0, 0.042, nan)","([1918174, 1918178, 1918184, 1918190, 1918186, 1918180, 1918182, 1918176, 1918036, 1917996, 1918038, 1917994, 1918040], 'ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 6, nan, 11.411999999999999)",1918174 1918178 1918184 1918190 1918186 1918180 1918182 1918176 1918036 1917996 1918038 1917994 1918040,ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,6,11.411999999999999,"[1918174, 1918178, 1918184, 1918190, 1918186, 1918180, 1918182, 1918176, 1918036, 1917996, 1918038, 1917994, 1918040]",13.4982,734539.1336999999,13.0
1695,1695,1695,RAPANOS,LRL-2019-00549-jlb,Louisville,Landmark Mining Company - Jurisdictinoal Determination Request Bear Fork of Robinson Creek,-82.6011,37.4006,06/13/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,1696,550044.0,0.0,2.6,Well drained,"([], '', 0, 0, 0)","([1086769], 'StreamRiver+', 1, nan, 2.559)",1086769,StreamRiver+,1,2.559,[1086769],5.0229,5.0229,1.0
1696,1696,1696,RAPANOS,LRL-2019-00574,Louisville,"Arlington Road Development, Bloomington",-86.55383999999998,39.18326,10/22/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1697,1697,535568.0,0.0,0.0,,"([], '', 0, 0, 0)","([18469614], 'StreamRiver+', 1, nan, 1.402)",18469614,StreamRiver+,1,1.402,[18469614],8.4681,8.4681,1.0
1697,1697,1697,RAPANOS,LRL-2019-00584,Louisville,INDOT I65 interchange modification Boone County (Des. No. 1400071 and 1702147),-86.39618,39.9803,04/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1698,1698,695385.0,40.0,5.75,,"([18475793], 'LakePond+', 0, 0.035, nan)","([18476301], 'StreamRiver+', 1, nan, 3.839)",18476301,StreamRiver+,1,3.839,[18476301],10.6227,10.6227,1.0
1698,1698,1698,RAPANOS,LRL-2019-00593,Louisville,2300 Litton Lane Site,-84.71513,39.07693,09/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1699,1699,552065.0,0.0,0.0,,"([3404643, 3404623, 3404629, 3404651, 3404633, 3404625], 'LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+', 0, 0.08299999999999999, nan)","([3406237, 3405407, 3405431, 3405493, 3406087, 3406089], 'ArtificialPath+StreamRiver+StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+', 6, nan, 3.771)",3406237 3405407 3405431 3405493 3406087 3406089,ArtificialPath+StreamRiver+StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+,6,3.771,"[3406237, 3405407, 3405431, 3405493, 3406087, 3406089]",6.8922,8.6589,6.0
