jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index
RAPANOS,MVK-2018-00219-CR,Vicksburg,"Branco Landfill/032618/ Request for Jurisdictional Determination on Approximate 25-Acre Landfill Facility, 537 Broadway Extended North, Washington County, Mississippi",-91.00391,33.507259999999995,04/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603
RAPANOS,MVK-2018-00227-JLD,Vicksburg,"Umetco Minerals Corporation/032218/Request for No Permit Required Letter for Proposed East Wilson Pond Sediment Cover, Garland County, Arkansas",-92.96185,34.473729999999996,07/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2604
RAPANOS,MVK-2018-00234-JLD,Vicksburg,"City of Fulton/030518/ Request for Preliminary Jurisdictional Determination for Proposed Water Line Replacement Project, Hempstead County, Arkansas",-93.81424,33.61209,06/27/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605
RAPANOS,MVK-2018-00235-JLD,Vicksburg,"Village of Walthall/032618/Request for Wetland Determination for Proposed Utility and Site Improvements, Webster County, Mississippi",-89.28100999999998,33.60563,04/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606
RAPANOS,MVK-2018-00239-JLD,Vicksburg,"Madera Energy, LLC/032218/Request for Environmental Assessment for Proposed Clean Energy, Biomass Gasification Plant, Vicksburg, Warren County, Mississippi",-90.89104,32.34126,04/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607
RAPANOS,MVK-2018-00240-JLD,Vicksburg,"GM & O Rails-to-Trails Recreational District of North Mississippi/031518/Request for Environmental Assessment for Proposed Restroom Facilities Construction, New Albany, Union County, Mississippi",-89.00918,34.492490000000004,05/15/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608
RAPANOS,MVK-2018-00243-JLD,Vicksburg,"Cooperative Energy of Hattiesburg and Yazoo Valley Electric Power Association/032918/ Request for Environmental Assessment for Proposed 115kV Switching Station and Substation, Yazoo County, Mississippi",-90.44683,32.91685,06/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609
RAPANOS,MVK-2018-00261-TB,Vicksburg,"Louisiana Housing Corporation (LHC)/041118/Proposed New Construction of Six (6) Duplex Residential Structures Located at 432 Union Street, 32.364596N, -93.164392W, PSI Project No. 02591308-58, Webster Parish, Louisiana",-93.27863,32.61293,06/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610
RAPANOS,MVK-2018-00264-TB,Vicksburg,"Louisiana Housing Corporation, LLC/041218/Proposed New Construction of Five (5) Single Family Residential Structures Located at 7077 Hwy 80W, Latitude 32.302711N, Longitude -92.413685W, PSI Project No. 02591308-24, Lincoln Parish, Louisiana",-92.69501,32.50674,04/27/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611
RAPANOS,MVK-2018-00269-JLD,Vicksburg,"Town of Braxton/041018/Request for Environmental Assessment for Proposed Water Well and Appurtenances, Simpson County, Mississippi",-89.96472,32.025,04/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612
RAPANOS,MVK-2018-00272-TB,Vicksburg,"Town of Crenshaw/041718/Proposed Water System Improvements Project, Panola and Quitman Counties, Mississippi",-90.1937,34.50334,10/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613
RAPANOS,MVK-2018-00274-TB,Vicksburg,"Town of Arcadia/041718/Proposed Arcadia-Bienville Parish Obstruction Removal/Clearing, Bienville Parish, Louisiana",-92.95506,32.53541,06/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614
RAPANOS,MVK-2018-00279-TB,Vicksburg,"Weaver-Bailey Contractors, Incorporated/041818/Proposed Restraining Conditions for a Site Just NW of the Intersection of JP Wright Loop Road and Hunters Chase, Located at 34.88203N, -92.08758W, ADTD #CA0605, Pulaski County, Arkansas",-92.08794,34.88029,07/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615
RAPANOS,MVK-2018-00293-CR,Vicksburg,"Louisiana Housing Corporation/042518/ Request for PJD at the Intersection of MLK Drive and Cornell, Lincoln Parish, Louisiana",-92.61466999999999,32.51522,08/16/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616
RAPANOS,MVK-2018-00296-TB,Vicksburg,"Louisiana Housing Corporation/042518/Request for Information and Concurrence Related to the Construction of Five Single Family Residential Structures Located at 32.518749, -92.627729, PSI Project #02591308-73, Lincoln Parish, Louisiana",-92.61741,32.51809,06/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617
RAPANOS,MVK-2018-00299-JLD,Vicksburg,"Tensas Basin Levee District/042218/Permit Application for Proposed Repairs to Seven Pines Levee, East Bank, of Bayou Bartholomew, Morehouse Parish, Louisiana",-91.83601999999999,32.89045,05/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618
RAPANOS,MVK-2018-00300,Vicksburg,"Jason DiMaggio/042618/Construct House in Slidell, Louisiana",-89.69242,30.25113,06/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619
RAPANOS,MVK-2018-00309,Vicksburg,"Panola County/050118/ Acquisition and Renovations Project Sardis, Mississippi Hide Building",-89.904,34.41215,05/07/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620
RAPANOS,MVK-2018-00311,Vicksburg,"Tate County/050118/ Additions and Expansions Project, Senatobia, Mississippi (ABB Building)",-89.95721,34.59624,05/07/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621
RAPANOS,MVK-2018-00312,Vicksburg,"City of Batesville/050118/ Acquisition and Renovation Project, Panola County",-89.91746999999998,34.341120000000004,05/07/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622
RAPANOS,MVK-2018-00320-JLD,Vicksburg,"Tennessee Valley Authority/050118/Request for Wetland Determination for Proposed TVA Invest Prep, Marshall County, Mississippi",-89.48953,34.81218,10/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2623
RAPANOS,MVK-2018-00323-AEL,Vicksburg,"Dungan Engineering, PA/050718/Preliminary Wetland Delineation, Paul Pittman Memorial Airport, AIP Project No. 3-28-0071-017-2018, Walthall County, Mississippi",-90.16606,31.14429,05/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2624
RAPANOS,MVK-2018-00327-AEL,Vicksburg,"Louisiana Housing Corporation/050818/ Environmental Review, Proposed New Construction of Single Family Dwellings, Ouachita Parish",-92.03435,32.53021,06/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625
RAPANOS,MVK-2018-00335-TB,Vicksburg,"Kim Lee/051018/Request for Jurisdictional Determination for the Klee Mine Gravel Pit, Pearl River County, Mississippi",-89.6657,30.482159999999997,07/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2626
RAPANOS,MVK-2018-00347-JLD,Vicksburg,"Doug Cross/051418/Request for Wetland Determination for Proposed Land Tract Division for Home Constructions, Rapides Parish, Louisiana",-92.50357,31.41263,06/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627
RAPANOS,MVK-2018-00356-CR,Vicksburg,"City of Wilmar/051618/ Proposed Wastewater System Improvements Project, Drew County, Arkansas",-91.94417,33.62444,05/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2628
RAPANOS,MVK-2018-00358-JLD,Vicksburg,"Town of Vaiden/051018/Request for Environmental Assessment for Proposed Wastewater Facilities Improvements, Carroll County, Mississippi",-89.73706999999999,33.340709999999994,10/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2629
RAPANOS,MVK-2018-00386-JLD,Vicksburg,"Town of Pickens/051618/Request for Wetland Determination for Proposed House Reconstruction and Rehabilitation, Holmes County, Mississippi",-89.97199000000002,32.8825,06/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630
RAPANOS,MVK-2018-00388-CR,Vicksburg,"894th Quartermaster Company/052318/ Leveling Land on Possible Wetlands, Hinds County, Mississippi",-90.24093,32.32161,06/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631
RAPANOS,MVK-2018-00390-TB,Vicksburg,"Jeff Porter Investments, LLC/052318/Request for a Preliminary Wetland Determination on 7.227 Acres of Proposed Hari Oaks Subdivision, Rapides Parish, Louisiana",-92.31606,31.3002,06/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632
RAPANOS,MVK-2018-00398-TB,Vicksburg,"Dungan Engineering, P.A./052918/Request for Preliminary Wetland Delineation on Proposed Rubbish/Waste Processing Location, on Approximately 7.25 Acres, Marion County, Mississippi",-89.8918,31.231509999999997,06/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633
RAPANOS,MVK-2018-00409-JLD,Vicksburg,"North Delta Planning and Development District, Inc.,/052428/Request for Preliminary Jurisdictional Determination for CDBG PF Environmental Location Addition, Tallahatchie County, Mississippi ",-90.00394,33.8625,06/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634
RAPANOS,MVK-2018-00415-JLD,Vicksburg,"Mount Ida School District/052518/Request for Preliminary Jurisdictional Determination for Proposed Safe Room Construction at Bobby Barrett Elementary School, Montgomery County, Arkansas",-93.61476,34.551629999999996,06/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635
RAPANOS,MVK-2018-00418,Vicksburg,"Town of Lake Providence/ 060418/ Sewer Treatment Modification Project/ East Carroll Parish, Louisiana",-91.19031,32.791709999999995,08/07/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2636
RAPANOS,MVK-2018-00425-TB,Vicksburg,"Green Brother Gravel Company, Incorporated/060818/Request for a Jurisdictional Determination on a 17.5 Acre Site, Copiah County, Mississippi",-90.31787,31.926340000000003,07/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637
RAPANOS,MVK-2018-00426-JLD,Vicksburg,"City of Grenada/053018/Request for Preliminary Jurisdictional Determination for New Water Well and Elevated Tank, Grenada County, Mississippi",-89.61577,33.74935,06/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638
RAPANOS,MVK-2018-00430-ael,Vicksburg,"2016 HOME Homeowner Rehabilitation Project, Utica, Mississippi/ 061818/ Madison County, Mississippi",-90.61395,32.10711,07/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639
RAPANOS,MVK-2018-00439-ael,Vicksburg,"Jonathan Henry/061218/ Wetland Determination Request on Waterfur Site, Bolivar County, Mississippi",-90.74555,33.759879999999995,07/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2640
RAPANOS,MVK-2018-00445-CR,Vicksburg,"Alleged Violation/061518/ KCS, Bridge Construction Next to Highway 82, Garland, Miller County, Arkansas",-93.70306,33.35657,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641
RAPANOS,MVK-2018-00460-TB,Vicksburg,"Town of Sledge/062118/2016/ HOME Rehabilitation Project, Requesting a Preliminary Environmental Assessment for Home Located at 755 Second Street, Quitman County, Mississippi",-90.22152,34.43117,07/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642
RAPANOS,MVK-2018-00461,Vicksburg,"Town of Sledge/062118/2016 HOME Rehabilitation Project, Requesting a Preliminary Environmental Assessment for Home Located at 202 Sigler Street, Quitman County, Mississippi",-90.21992,34.43762,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643
RAPANOS,MVK-2018-00462-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 224 Sigler Street, Quitman County, Mississippi",-90.22046,34.43762,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644
RAPANOS,MVK-2018-00463-TB,Vicksburg,"Town of Sledge/062118/ HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 209 Archie Street, Quitman County, Mississippi",-90.22108,34.43602,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645
RAPANOS,MVK-2018-00464-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 185  Archie Street, Quitman County, Mississippi",-90.22075,34.4359,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646
RAPANOS,MVK-2018-00465-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 274 Anderson Street, Quitman County, Mississippi",-90.22029,34.43643,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647
RAPANOS,MVK-2018-00466-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 257 Sigler Avenue, Quitman County, Mississippi",-90.22133,34.4372,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648
RAPANOS,MVK-2018-00467-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 352 Archie Avenue, Quitman County, Mississippi",-90.22223000000001,34.436679999999996,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649
RAPANOS,MVK-2018-00468-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 565 Third Street, Quitman County, Mississippi",-90.21911999999999,34.43229,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650
RAPANOS,MVK-2018-00469-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 322 Main Street, Quitman County, Mississippi",-90.21932,34.43551,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651
RAPANOS,MVK-2018-00470-TB,Vicksburg,"Town of Sledge/062118/HOME Rehabilitation Project, Requesting a Preliminary  Environmental Assessment for Home Located at 196 Third Street, Quitman County, Mississippi",-90.21631,34.43764,07/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652
RAPANOS,MVK-2018-00475-JLD,Vicksburg,"Joe McNeese/062218/Request for Jurisdictional Determination of Property, Ouachita Parish, Louisiana",-92.3414,32.4386,07/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2653
RAPANOS,MVK-2018-00480-CR,Vicksburg,"State of Louisiana Office of Community Development/062618/ Relocation of Manufactured Housing Units, 507 Stone Avenue, Richland Parish, Louisiana",-91.75753,32.4612,07/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654
RAPANOS,MVK-2018-00486-JLD,Vicksburg,"Sunflower County Solar Project, LLC/060518/Request for Pre-Application Consultation for Proposed Project, Ruleville, Sunflower County, Mississippi",-90.52601999999999,33.767179999999996,07/24/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2655
RAPANOS,MVK-2018-00487-JLD,Vicksburg,"NoLa Soil Services, Inc./062618/Request for No Permit Required Letter for Proposed North Parkway Extension, Bossier Parish, Louisiana",-93.72367,32.53216,07/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656
RAPANOS,MVK-2018-00489-TB,Vicksburg,"Discovery Christian School/062918/Request for a Wetland Assessment on a 29 Acre Site of the Proposed Campus Expansion, Rankin County, Mississippi",-90.11447,32.15518,08/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2657
RAPANOS,MVK-2018-00499-CR,Vicksburg,"Danny Jeansonne/070318/ Request for Jurisdictional Determination on 5331 Oaklane Road for the Construction of 2 Duplexes, Rapides Parish, Louisiana",-92.43370999999999,31.39524,07/20/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658
RAPANOS,MVK-2018-00505-ael,Vicksburg,"Public Water Improvements for 52 Households, Town of Byhalia, Mississippi/ 070618/ Marshall County, Mississippi",-89.61345,34.833529999999996,07/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659
RAPANOS,MVK-2018-00524-AEL,Vicksburg,"Delineation of Potential Section 404 Issues, JP Wright Loop Road 404 Project/ 071318/ Pulaski County, Arkansas",-92.09253000000001,34.881809999999994,06/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660
RAPANOS,MVK-2018-00546-AEL,Vicksburg,"Harmony Grove School District /072018/ Application for Grand Fund for Proposed Safe Room at Harmony Grove High School, Saline County, Arkansas",-92.6442,34.508590000000005,08/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661
RAPANOS,MVK-2018-00550-CR,Vicksburg,"Amrut and Hansa Patel/072018/ Jurisdictional Determination Request for Proposed Cooperwood Senior Living Community Development, Rankin County, Mississippi",-90.03565,32.34968,08/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2662
RAPANOS,MVK-2018-00566-CR,Vicksburg,"USACE/072418/ Lake Greeson, Arkansas, Road Easement Contract No. DACW38-2-18-103, Gary Lammers, Pike County, Arkansas",-93.67499,34.175670000000004,08/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663
RAPANOS,MVK-2018-00568-CR,Vicksburg,"Town of Schlater/072418/ Proposed 2016 HOME Project, Rehabilitation of 8 Single Family Residential Housing Units, LeFlore County, Mississippi",-90.34225,33.6401,08/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664
RAPANOS,MVK-2018-00575-CR,Vicksburg,"Umetco Minerals Corporation/072518/ Request for Jurisdictional Determination on Umetco Former Mine Site, Garland County, Arkansas",-92.97061,34.46758,07/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2665
RAPANOS,MVK-2018-00582-AEL,Vicksburg,"Mercy Medical Health Center /072618/ Jurisdictional Determination for Construction of a New Health Clinic, Jackson Parish, Louisiana",-92.7143,32.28391,08/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666
RAPANOS,MVK-2018-00590-AEL,Vicksburg,"City of Stephens /073118/ Tank Rehab Work on 300,000 and 100,000 Gallon Tanks",-93.07547,33.41067,08/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667
RAPANOS,MVK-2018-00592-JLD,Vicksburg,"City of Greenville/073018/Request for Jurisdictional Determination for Proposed Former Axminster Site Project, Washington County, Mississippi",-91.02691999999999,33.41235,09/25/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2668
RAPANOS,MVK-2018-00613-ael,Vicksburg,"Village of Hodge /08092018/ Sewer System Improvements Project, Jackson Parish, Louisiana",-92.7273,32.26936,09/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2669
RAPANOS,MVK-2018-00618-ael,Vicksburg,"Town of Summit /08102018/ Proposed Improvements to Wastewater Collection System, Pike County, Mississippi",-90.4617,31.27338,10/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670
CWR,MVK-2018-00645-TB,Vicksburg,"208 Review/ Bruce Ross/082018/Request for a Jurisdictional Determination on a Lot for House Site, Tensas Parish, Louisiana",-91.18688,31.990640000000003,08/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671
RAPANOS,MVK-2018-00655-TB,Vicksburg,"Jason Blair/082218/Request for a Jurisdictional Determination on a Pond Located South of Pelahatchie, Rankin County, Mississippi",-89.81196,32.21653,10/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672
RAPANOS,MVK-2018-00659-JLD,Vicksburg,"Cooperative Energy of Hattiesburg, Mississippi/082018/Request for Environmental Assessment for Proposed New Acona 115 kV Switching Station, Holmes County, Mississippi",-90.01452999999998,33.276379999999996,10/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673
RAPANOS,MVK-2018-00661-TB,Vicksburg,"Oasis Pools and Spa/082718/Proposed In-Ground Gunite Pool and Spa at 98 Live Oak Drive, Slidell, Saint Tammany Parish, Louisiana",-89.6949,30.258809999999997,09/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674
RAPANOS,MVK-2018-00665-AEL,Vicksburg,"Town of Coffeeville /08242018/ Request for Jurisdictional Determination for Sewer System Improvements Project, Yalobusha County, Mississippi",-89.67749999999998,33.976079999999996,09/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675
RAPANOS,MVK-2018-00675-JLD,Vicksburg,"EBI Red Banks, LLC/082718/Request for Nationwide Permit for Proposed Pebble Ridge Residential Subdivision Project, located in Desoto County, Mississippi",-89.75102,34.84407,03/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2676
RAPANOS,MVK-2018-00700-TB,Vicksburg,"Patrick Farms Development, LLC/090718/Request for a Jurisdictional Determination on a 15 Acre Site on Westfield Drive, Rankin County, Mississippi",-90.05891,32.24861,11/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677
RAPANOS,MVK-2018-00718-TB,Vicksburg,"David Couch/091718/Request for a Preliminary Jurisdictional Determination for a 9.16 Acre Site Located at the Intersection of Camp Creek and Pigeon Roost Road, DeSoto County, Mississippi",-89.83686,34.96917,11/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2678
RAPANOS,MVK-2018-00735-AEL,Vicksburg,"City of Greenwood /092118/ Preliminary Environmental Assessment for 18 HOME Fund Rehabilitation Projects, Leflore County, Mississippi",-90.15749,33.51876,10/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679
RAPANOS,MVK-2018-00758-CR,Vicksburg,"State of LA Office of Community Development/100118/ Request for Review of Manufactured Housing Units Relocation - Batch 3, Ouachita Parish, Louisiana",-92.07123,32.51559,10/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680
RAPANOS,MVK-2018-00764-TB,Vicksburg,"City of Ripley/100218/Proposed Water System Improvements Project, Tippah County, Mississippi",-89.03201999999999,34.76637,10/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681
RAPANOS,MVK-2018-00772-TB,Vicksburg,"Gary Fischer/090518/Permit Request for Construction of Home at 3057 Whitty Road, Permit No. P20181061 St. Tammany Parish, Louisiana",-89.68633,30.251009999999997,12/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682
RAPANOS,MVK-2018-00776-AEL,Vicksburg,"City of Vicksburg /100518/ NRCS EWP Project for Sherman Avenue Erosion Repairs and Stabilization, Warren County, Mississippi",-90.85439000000001,32.38472,12/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683
RAPANOS,MVK-2018-00782-AEL,Vicksburg,"City of Glenwood /100918/ Proposed 400,000 Gallon Clearwell Installation, Pike County, Arkansas",-93.55476,34.32734,11/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2684
RAPANOS,MVK-2018-00784-CR,Vicksburg,"City of Grenada/100918/ Request for Review of City Wide Water Improvements Project, Grenada County, Mississippi",-89.8001,33.7789,10/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685
RAPANOS,MVK-2018-00788-AEL,Vicksburg,"Town of Crowder /101018/ Wastewater Improvement Project, Quitman and Panola Counties, Mississippi",-90.13275,34.167559999999995,10/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686
RAPANOS,MVK-2018-00791-AEL,Vicksburg,"Young's Water and Sewer District, Inc /101218/ Proposed New Well for Dividing Ridge System, Yalobusha County, Mississippi ",-89.52083,33.89111,10/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687
RAPANOS,MVK-2018-00799-JLD,Vicksburg,"ExxonMobil Production Company/Request for Wetland Determination for Proposed P&A for Bliss & Wetherbee A8, A9, A15 & A11 and A17 Wells, Bossier Parish, Louisiana",-93.49264,32.648070000000004,03/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688
RAPANOS,MVK-2018-00820-TB,Vicksburg,"Nicole Hernandez/102518/Proposed Construction of a SIngle Family Home, St. Tammany Parish, Louisiana",-89.72278,30.280279999999998,12/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689
RAPANOS,MVK-2018-00821-TB,Vicksburg,"Claudia Dimaria/102518/Proposed Construction of a New Single Family Home, St. Tammany Parish, Louisiana",-89.68841,30.25064,12/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690
RAPANOS,MVK-2018-00822-CR,Vicksburg,"Holyfield Construction, Inc./102518/ Request for Review of Project at 2503 Pargoud Landing (Donias Residence), Ouachita Parish, Louisiana",-92.12271,32.55373,11/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691
RAPANOS,MVK-2018-00824-JLD,Vicksburg,"City of West Monroe and Ouachita Parish Police Jury/102518/Request for Letter of No Obligation for Proposed Hazard Mitigation Grant Program Hurricane Ike Flood Prone Structures Project, Ouachita Parish, Louisiana",-92.15131,32.506159999999994,11/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692
RAPANOS,MVK-2018-00825-CR,Vicksburg,"Ouachita Shores/112018/ Request to Fill and Rip-Rap area for Parking Lot, Montgomery County, Arkansas",-93.48732,34.55207,11/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693
RAPANOS,MVK-2018-00832-TB,Vicksburg,"Rocky Kahoe/103018/Proposed Construction of a Single Family Home, Lot 32, Square E, on Ranch Road in Abney Country Air subdivision, St. Tammany Parish, Louisiana",-89.72405000000002,30.2805,12/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694
RAPANOS,MVK-2018-00836-TB,Vicksburg,"Ideal Construction Company/110118/Request Determination of Permit Requirements to Fill in an Existing Low Area, Union County, Arkansas",-92.66673,33.22972,12/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2695
RAPANOS,MVK-2018-00841-JLD,Vicksburg,"City of Grenada/103118/Request for Permit Requirement Information for Proposed Sports Complex Development, Grenada County, Mississippi",-89.8297,33.82506,10/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2696
RAPANOS,MVK-2018-00844-CR,Vicksburg,"Shreveport Airport Authority/110618/Rehabilitation of Runway 14/32 Pavement and Replacement of Runway Lighting, Caddo Parish, Louisiana",-93.74596,32.54138,12/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697
RAPANOS,MVK-2018-00845-TB,Vicksburg,"Elizabeth M. Peppo/110618/Request for Wetland Determination Property Located at 22 Pebblebrook Lane in Haaswood, St. Tammany Parish , Louisiana",-89.74861999999999,30.328559999999996,12/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698
RAPANOS,MVK-2018-00847-TB,Vicksburg,"Town of Wesson/110718/CDBG Public Facilities Project at the Wesson Public Library, Copiah County, Mississippi",-90.39893,31.70216,11/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699
RAPANOS,MVK-2018-00848-CR,Vicksburg,"City of Mendenhall/110718/ Request for Review of CDBG Public Facilities Project, Simpson County, Mississippi",-89.88309,31.96074,11/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700
RAPANOS,MVK-2018-00867-JLD,Vicksburg,"Town of Coldwater/110918/Request for Environmental Review for Proposed HUD CDBG Funded Wastewater Improvement Project, Tate County, Mississippi",-89.97458,34.697540000000004,01/07/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701
RAPANOS,MVK-2018-00871-JLD,Vicksburg,"Barber & Mann, Incorporated/110918/Request for a Preliminary Wetlands Determination for Proposed Project on Approximately 316.3 Acres Roseland Rice Field Roseland Plantation Project, Sections 31, 32, 33 and 34, R9E, Concordia Parish, Louisiana",-91.57335,31.33773,01/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2702
