,img_res,img_type,img_index,da_num,img_path,da_number,cwa_determination,metrics,mean,stdev,min,max,num_nans,district_code
1914,hires,RGB,2256,SAC-2017-00141,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2256_SAC-2017-00141_RGB_hires.tif,SAC-2017-00141,0,"(499.6274007161458, 435.72447916207636, 47, 7704, 0)",499.6274007161458,435.72447916207636,47,7704,0,SAC
1915,hires,RGB,489,SAC-2007-02168,/data/rgb_raw1/Sample_Set_12345_hires_RGB_489_SAC-2007-02168_RGB_hires.tif,SAC-2007-02168,0,"(423.4384002685547, 380.45520501726287, 13, 9040, 0)",423.4384002685547,380.45520501726287,13,9040,0,SAC
1916,hires,RGB,357,SAW-2020-00600,/data/rgb_raw1/Sample_Set_89_hires_RGB_357_SAW-2020-00600_RGB_hires.tif,SAW-2020-00600,0,"(440.9904073079427, 355.3964332196088, 1, 3384, 0)",440.9904073079427,355.3964332196088,1,3384,0,SAW
1917,hires,RGB,1122,SAW-2004-01266,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1122_SAW-2004-01266_RGB_hires.tif,SAW-2004-01266,1,"(596.7014770507812, 564.1370987481099, 86, 7940, 0)",596.7014770507812,564.1370987481099,86,7940,0,SAW
1918,hires,RGB,699,SAC-2014-00899-4E,/data/rgb_raw1/Sample_Set_12345_hires_RGB_699_SAC-2014-00899-4E_RGB_hires.tif,SAC-2014-00899-4E,1,"(600.937998453776, 669.2663618965967, 0, 7876, 0)",600.937998453776,669.2663618965967,0,7876,0,SAC
1919,hires,RGB,1960,SAW-2016-02259,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1960_SAW-2016-02259_RGB_hires.tif,SAW-2016-02259,1,"(485.1111806233724, 244.1205220755004, 136, 3344, 0)",485.1111806233724,244.1205220755004,136,3344,0,SAW
1920,hires,RGB,332,SAW-2019-00320,/data/rgb_raw1/Sample_Set_89_hires_RGB_332_SAW-2019-00320_RGB_hires.tif,SAW-2019-00320,0,"(702.8731740315756, 451.55183266101466, 71, 5616, 0)",702.8731740315756,451.55183266101466,71,5616,0,SAW
1921,hires,RGB,1644,SAC-2006-02051,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1644_SAC-2006-02051_RGB_hires.tif,SAC-2006-02051,1,"(737.2792510986328, 846.4063673103116, 1, 8060, 0)",737.2792510986328,846.4063673103116,1,8060,0,SAC
1922,hires,RGB,1381,SAC-2015-01072,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1381_SAC-2015-01072_RGB_hires.tif,SAC-2015-01072,0,"(554.8481190999349, 696.419201188917, 1, 7988, 0)",554.8481190999349,696.419201188917,1,7988,0,SAC
1923,lores,RGB,2346,SAC-2016-01585,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2346_SAC-2016-01585_RGB_lores.tif,SAC-2016-01585,0,"(498.5212656656901, 226.39604783813368, 0, 5465, 0)",498.5212656656901,226.39604783813368,0,5465,0,SAC
1924,hires,RGB,410,SAW-2017-00730,/data/rgb_raw1/Sample_Set_89_hires_RGB_410_SAW-2017-00730_RGB_hires.tif,SAW-2017-00730,0,"(347.2521158854167, 223.28718154315658, 57, 2874, 0)",347.2521158854167,223.28718154315658,57,2874,0,SAW
1925,lores,RGB,459,SAC-2020-00041,/data/rgb_raw1/Sample_Set_12345_lores_RGB_459_SAC-2020-00041_RGB_lores.tif,SAC-2020-00041,1,"(434.0575866699219, 352.3858717114039, 1, 8075, 0)",434.0575866699219,352.3858717114039,1,8075,0,SAC
1926,lores,RGB,1272,SAW-2016-02493,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1272_SAW-2016-02493_RGB_lores.tif,SAW-2016-02493,1,"(423.566899617513, 276.93968923162095, 36, 5296, 0)",423.566899617513,276.93968923162095,36,5296,0,SAW
1927,hires,RGB,1082,SAW-2008-02875,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1082_SAW-2008-02875_RGB_hires.tif,SAW-2008-02875,1,"(411.54164123535156, 333.6848108990207, 68, 7000, 0)",411.54164123535156,333.6848108990207,68,7000,0,SAW
1928,lores,RGB,341,SAC-2016-01135,/data/rgb_raw1/Sample_Set_12345_lores_RGB_341_SAC-2016-01135_RGB_lores.tif,SAC-2016-01135,1,"(417.3020884195964, 259.10452893884025, 9, 7631, 0)",417.3020884195964,259.10452893884025,9,7631,0,SAC
1929,hires,RGB,381,SAC-2017-00333,/data/rgb_raw1/Sample_Set_12345_hires_RGB_381_SAC-2017-00333_RGB_hires.tif,SAC-2017-00333,1,"(571.7098490397135, 379.94862786798944, 90, 6292, 0)",571.7098490397135,379.94862786798944,90,6292,0,SAC
1930,hires,RGB,2332,SAC-2010-00639,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2332_SAC-2010-00639_RGB_hires.tif,SAC-2010-00639,1,"(417.9269612630208, 337.95553425166156, 1, 4094, 0)",417.9269612630208,337.95553425166156,1,4094,0,SAC
1931,hires,RGB,581,SAC-2017-00151,/data/rgb_raw1/Sample_Set_12345_hires_RGB_581_SAC-2017-00151_RGB_hires.tif,SAC-2017-00151,0,"(535.7015736897787, 490.9308969770128, 1, 6408, 0)",535.7015736897787,490.9308969770128,1,6408,0,SAC
1932,lores,RGB,2472,SAC-2020-00143,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2472_SAC-2020-00143_RGB_lores.tif,SAC-2020-00143,0,"(489.30535380045575, 498.4491953828704, 42, 8478, 0)",489.30535380045575,498.4491953828704,42,8478,0,SAC
1933,lores,RGB,372,SAC-2016-00496-3JY,/data/rgb_raw1/Sample_Set_12345_lores_RGB_372_SAC-2016-00496-3JY_RGB_lores.tif,SAC-2016-00496-3JY,0,"(11.281234741210938, 15.03166597864582, 0, 83, 0)",11.281234741210938,15.03166597864582,0,83,0,SAC
1934,hires,RGB,1183,SAC-2015-01775-4E,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1183_SAC-2015-01775-4E_RGB_hires.tif,SAC-2015-01775-4E,0,"(702.6578826904297, 334.5838583251842, 14, 3620, 0)",702.6578826904297,334.5838583251842,14,3620,0,SAC
1935,lores,RGB,184,SAW-2008-00176,/data/rgb_raw1/Sample_Set_89_lores_RGB_184_SAW-2008-00176_RGB_lores.tif,SAW-2008-00176,0,"(645.6020762125651, 494.49249789250297, 0, 7850, 0)",645.6020762125651,494.49249789250297,0,7850,0,SAW
1936,lores,RGB,569,SAC-2016-00293,/data/rgb_raw1/Sample_Set_12345_lores_RGB_569_SAC-2016-00293_RGB_lores.tif,SAC-2016-00293,0,"(557.1850535074869, 342.05833730339833, 116, 9349, 0)",557.1850535074869,342.05833730339833,116,9349,0,SAC
1937,lores,RGB,403,SAW-2019-00882,/data/rgb_raw1/Sample_Set_89_lores_RGB_403_SAW-2019-00882_RGB_lores.tif,SAW-2019-00882,0,"(519.1238149007162, 303.06771618457196, 77, 4836, 0)",519.1238149007162,303.06771618457196,77,4836,0,SAW
1938,lores,RGB,1631,SAC-2016-01688,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1631_SAC-2016-01688_RGB_lores.tif,SAC-2016-01688,1,"(493.3239440917969, 347.3256306980979, 0, 6592, 0)",493.3239440917969,347.3256306980979,0,6592,0,SAC
1939,hires,RGB,477,SAC-2018-01683,/data/rgb_raw1/Sample_Set_12345_hires_RGB_477_SAC-2018-01683_RGB_hires.tif,SAC-2018-01683,0,"(561.6478118896484, 315.20170729927264, 0, 4060, 0)",561.6478118896484,315.20170729927264,0,4060,0,SAC
1940,lores,RGB,2425,SAC-2017-01829,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2425_SAC-2017-01829_RGB_lores.tif,SAC-2017-01829,1,"(407.38885498046875, 248.0836261863363, 3, 5856, 0)",407.38885498046875,248.0836261863363,3,5856,0,SAC
1941,lores,RGB,2627,SAC-2015-01548,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2627_SAC-2015-01548_RGB_lores.tif,SAC-2015-01548,0,"(727.0188649495443, 361.15768142855234, 0, 6030, 0)",727.0188649495443,361.15768142855234,0,6030,0,SAC
1942,hires,RGB,1825,SAC-2017-00131,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1825_SAC-2017-00131_RGB_hires.tif,SAC-2017-00131,1,"(403.55357869466144, 385.37242030476614, 1, 4396, 0)",403.55357869466144,385.37242030476614,1,4396,0,SAC
1943,hires,RGB,575,SAC-2018-01101,/data/rgb_raw1/Sample_Set_12345_hires_RGB_575_SAC-2018-01101_RGB_hires.tif,SAC-2018-01101,0,"(370.8585662841797, 398.6169601345947, 1, 7536, 0)",370.8585662841797,398.6169601345947,1,7536,0,SAC
1944,lores,RGB,1168,SAW-2008-03163,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1168_SAW-2008-03163_RGB_lores.tif,SAW-2008-03163,0,"(67.99737040201823, 103.39611786787445, 0, 350, 0)",67.99737040201823,103.39611786787445,0,350,0,SAW
1945,hires,RGB,2157,SAC-2009-00867,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2157_SAC-2009-00867_RGB_hires.tif,SAC-2009-00867,1,"(363.91883341471356, 318.04326252777764, 12, 7000, 0)",363.91883341471356,318.04326252777764,12,7000,0,SAC
1946,hires,RGB,25,SAW-2019-02031,/data/rgb_raw1/Sample_Set_89_hires_RGB_25_SAW-2019-02031_RGB_hires.tif,SAW-2019-02031,0,"(437.4039713541667, 380.38414298847505, 1, 7416, 0)",437.4039713541667,380.38414298847505,1,7416,0,SAW
1947,hires,RGB,1806,SAW-2017-00963,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1806_SAW-2017-00963_RGB_hires.tif,SAW-2017-00963,1,"(395.90814208984375, 277.7539597401215, 33, 3262, 0)",395.90814208984375,277.7539597401215,33,3262,0,SAW
1948,lores,RGB,69,SAC-2018-01547,/data/rgb_raw1/Sample_Set_12345_lores_RGB_69_SAC-2018-01547_RGB_lores.tif,SAC-2018-01547,1,"(522.8355712890625, 250.00431873251964, 80, 6289, 0)",522.8355712890625,250.00431873251964,80,6289,0,SAC
1949,hires,RGB,421,SAC-2016-00344-4S,/data/rgb_raw1/Sample_Set_12345_hires_RGB_421_SAC-2016-00344-4S_RGB_hires.tif,SAC-2016-00344-4S,0,"(672.6716003417969, 338.99475983737995, 148, 3052, 0)",672.6716003417969,338.99475983737995,148,3052,0,SAC
1950,lores,RGB,2696,SAC-2019-01214,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2696_SAC-2019-01214_RGB_lores.tif,SAC-2019-01214,0,"(551.0235341389974, 441.7380203560361, 178, 8206, 0)",551.0235341389974,441.7380203560361,178,8206,0,SAC
1951,hires,RGB,1364,SAC-2017-01060,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1364_SAC-2017-01060_RGB_hires.tif,SAC-2017-01060,1,"(659.9024963378906, 1170.9494097946917, 1, 8352, 0)",659.9024963378906,1170.9494097946917,1,8352,0,SAC
1952,lores,RGB,47,SAW-2019-00617,/data/rgb_raw1/Sample_Set_89_lores_RGB_47_SAW-2019-00617_RGB_lores.tif,SAW-2019-00617,1,"(489.16900126139325, 349.23737875889964, 9, 8217, 0)",489.16900126139325,349.23737875889964,9,8217,0,SAW
1953,hires,RGB,1915,SAW-2015-02449,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1915_SAW-2015-02449_RGB_hires.tif,SAW-2015-02449,1,"(626.2699737548828, 194.77034888672313, 23, 6236, 0)",626.2699737548828,194.77034888672313,23,6236,0,SAW
1954,hires,RGB,1201,SAC-2012-00697,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1201_SAC-2012-00697_RGB_hires.tif,SAC-2012-00697,1,"(514.3096160888672, 251.98732856640905, 133, 3432, 0)",514.3096160888672,251.98732856640905,133,3432,0,SAC
1955,lores,RGB,1462,SAC-2008-01748,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1462_SAC-2008-01748_RGB_lores.tif,SAC-2008-01748,1,"(611.1137034098307, 507.63959542953415, 7, 8485, 0)",611.1137034098307,507.63959542953415,7,8485,0,SAC
1956,lores,RGB,2458,SAC-2018-01219,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2458_SAC-2018-01219_RGB_lores.tif,SAC-2018-01219,0,"(374.34381612141925, 454.3961136440274, 0, 5422, 0)",374.34381612141925,454.3961136440274,0,5422,0,SAC
1957,hires,RGB,436,SAC-2019-02013,/data/rgb_raw1/Sample_Set_12345_hires_RGB_436_SAC-2019-02013_RGB_hires.tif,SAC-2019-02013,0,"(367.54419962565106, 330.18192772630726, 1, 7264, 0)",367.54419962565106,330.18192772630726,1,7264,0,SAC
1958,hires,RGB,37,SAW-1990-30036,/data/rgb_raw1/Sample_Set_89_hires_RGB_37_SAW-1990-30036_RGB_hires.tif,SAW-1990-30036,1,"(669.1339975992838, 394.7818893094202, 55, 6460, 0)",669.1339975992838,394.7818893094202,55,6460,0,SAW
1959,lores,RGB,389,SAC-2015-01075,/data/rgb_raw1/Sample_Set_89_lores_RGB_389_SAC-2015-01075_RGB_lores.tif,SAC-2015-01075,1,"(538.721913655599, 438.2380789482663, 6, 8718, 0)",538.721913655599,438.2380789482663,6,8718,0,SAC
1960,lores,RGB,1273,SAC-2018-01927,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1273_SAC-2018-01927_RGB_lores.tif,SAC-2018-01927,1,"(454.09376525878906, 438.2287817698601, 0, 8419, 0)",454.09376525878906,438.2287817698601,0,8419,0,SAC
1961,lores,RGB,2443,SAC-2015-01669,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2443_SAC-2015-01669_RGB_lores.tif,SAC-2015-01669,1,"(473.75690205891925, 478.4381332882104, 45, 8478, 0)",473.75690205891925,478.4381332882104,45,8478,0,SAC
1962,lores,RGB,2287,SAC-2018-00094,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2287_SAC-2018-00094_RGB_lores.tif,SAC-2018-00094,1,"(372.9001159667969, 270.83811355654757, 0, 4431, 0)",372.9001159667969,270.83811355654757,0,4431,0,SAC
1963,lores,RGB,2046,SAC-2015-01111-3JY,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2046_SAC-2015-01111-3JY_RGB_lores.tif,SAC-2015-01111-3JY,0,"(548.1287027994791, 289.57803580190637, 89, 5667, 0)",548.1287027994791,289.57803580190637,89,5667,0,SAC
1964,hires,RGB,804,SAW-2016-02479,/data/rgb_raw1/Sample_Set_12345_hires_RGB_804_SAW-2016-02479_RGB_hires.tif,SAW-2016-02479,1,"(326.3682352701823, 291.6226540613232, 1, 6520, 0)",326.3682352701823,291.6226540613232,1,6520,0,SAW
1965,lores,RGB,2641,SAC-2015-00990-4S,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2641_SAC-2015-00990-4S_RGB_lores.tif,SAC-2015-00990-4S,0,"(225.6094970703125, 422.71992710707696, 0, 2566, 0)",225.6094970703125,422.71992710707696,0,2566,0,SAC
1966,lores,RGB,693,SAW-2016-00714,/data/rgb_raw1/Sample_Set_12345_lores_RGB_693_SAW-2016-00714_RGB_lores.tif,SAW-2016-00714,1,"(526.800537109375, 319.1632229308682, 95, 7842, 0)",526.800537109375,319.1632229308682,95,7842,0,SAW
1967,lores,RGB,85,SAW-2016-02454,/data/rgb_raw1/Sample_Set_89_lores_RGB_85_SAW-2016-02454_RGB_lores.tif,SAW-2016-02454,0,"(606.9298604329427, 343.31733306422086, 28, 4333, 0)",606.9298604329427,343.31733306422086,28,4333,0,SAW
1968,hires,RGB,2654,SAW-2016-01556,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2654_SAW-2016-01556_RGB_hires.tif,SAW-2016-01556,1,"(756.2793324788412, 373.9575231460537, 113, 6108, 0)",756.2793324788412,373.9575231460537,113,6108,0,SAW
1969,lores,RGB,644,SAC-2018-00101,/data/rgb_raw1/Sample_Set_12345_lores_RGB_644_SAC-2018-00101_RGB_lores.tif,SAC-2018-00101,0,"(499.7862854003906, 480.1103439769829, 0, 8598, 0)",499.7862854003906,480.1103439769829,0,8598,0,SAC
1970,hires,RGB,734,SAC-2018-00321,/data/rgb_raw1/Sample_Set_12345_hires_RGB_734_SAC-2018-00321_RGB_hires.tif,SAC-2018-00321,1,"(841.2928263346354, 681.7154724285803, 116, 7376, 0)",841.2928263346354,681.7154724285803,116,7376,0,SAC
1971,lores,RGB,2132,SAW-2007-01113,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2132_SAW-2007-01113_RGB_lores.tif,SAW-2007-01113,1,"(400.1557159423828, 311.0768654396098, 59, 7575, 0)",400.1557159423828,311.0768654396098,59,7575,0,SAW
1972,lores,RGB,2420,SAC-2016-01261,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2420_SAC-2016-01261_RGB_lores.tif,SAC-2016-01261,0,"(323.1119791666667, 372.88680334446366, 0, 8061, 0)",323.1119791666667,372.88680334446366,0,8061,0,SAC
1973,lores,RGB,2466,SAC-2017-01338,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2466_SAC-2017-01338_RGB_lores.tif,SAC-2017-01338,0,"(325.902099609375, 286.0912328080868, 46, 7771, 0)",325.902099609375,286.0912328080868,46,7771,0,SAC
1974,lores,RGB,402,SAC-2019-00511,/data/rgb_raw1/Sample_Set_89_lores_RGB_402_SAC-2019-00511_RGB_lores.tif,SAC-2019-00511,0,"(468.1576741536458, 498.86545191655847, 0, 7898, 0)",468.1576741536458,498.86545191655847,0,7898,0,SAC
1975,hires,RGB,1052,SAC-2017-00805,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1052_SAC-2017-00805_RGB_hires.tif,SAC-2017-00805,0,"(761.9415486653646, 928.7265650911907, 33, 8092, 0)",761.9415486653646,928.7265650911907,33,8092,0,SAC
1976,hires,RGB,164,SAC-2015-01137,/data/rgb_raw1/Sample_Set_12345_hires_RGB_164_SAC-2015-01137_RGB_hires.tif,SAC-2015-01137,1,"(622.0755920410156, 472.288777081855, 93, 6484, 0)",622.0755920410156,472.288777081855,93,6484,0,SAC
1977,hires,RGB,1315,SAC-2017-01217,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1315_SAC-2017-01217_RGB_hires.tif,SAC-2017-01217,0,"(423.56390889485675, 355.0204424993172, 1, 7740, 0)",423.56390889485675,355.0204424993172,1,7740,0,SAC
1978,hires,RGB,2273,SAW-2017-00793,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2273_SAW-2017-00793_RGB_hires.tif,SAW-2017-00793,1,"(901.6477559407552, 997.6346877811183, 6, 8880, 0)",901.6477559407552,997.6346877811183,6,8880,0,SAW
1979,lores,RGB,2045,SAW-2016-00568,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2045_SAW-2016-00568_RGB_lores.tif,SAW-2016-00568,1,"(393.39031473795575, 273.70075027496154, 65, 5701, 0)",393.39031473795575,273.70075027496154,65,5701,0,SAW
1980,hires,RGB,2091,SAC-2016-01243,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2091_SAC-2016-01243_RGB_hires.tif,SAC-2016-01243,0,"(483.5425109863281, 392.4317648028917, 105, 5688, 0)",483.5425109863281,392.4317648028917,105,5688,0,SAC
1981,lores,RGB,313,SAC-2019-00143,/data/rgb_raw1/Sample_Set_12345_lores_RGB_313_SAC-2019-00143_RGB_lores.tif,SAC-2019-00143,1,"(409.21929423014325, 289.32893460936015, 48, 8055, 0)",409.21929423014325,289.32893460936015,48,8055,0,SAC
1982,lores,RGB,1817,SAC-2019-00239,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1817_SAC-2019-00239_RGB_lores.tif,SAC-2019-00239,0,"(442.12230428059894, 573.1610389444486, 0, 7938, 0)",442.12230428059894,573.1610389444486,0,7938,0,SAC
1983,lores,RGB,708,SAC-2011-00314,/data/rgb_raw1/Sample_Set_12345_lores_RGB_708_SAC-2011-00314_RGB_lores.tif,SAC-2011-00314,1,"(10.592753092447916, 15.325065687262795, 0, 71, 0)",10.592753092447916,15.325065687262795,0,71,0,SAC
1984,hires,RGB,2163,SAC-2017-00063,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2163_SAC-2017-00063_RGB_hires.tif,SAC-2017-00063,0,"(891.0608520507812, 521.9705031866554, 172, 7016, 0)",891.0608520507812,521.9705031866554,172,7016,0,SAC
1985,hires,RGB,393,SAW-2016-00566,/data/rgb_raw1/Sample_Set_89_hires_RGB_393_SAW-2016-00566_RGB_hires.tif,SAW-2016-00566,0,"(455.4854685465495, 389.2334691078514, 8, 5444, 0)",455.4854685465495,389.2334691078514,8,5444,0,SAW
1986,hires,RGB,435,SAC-2017-00504,/data/rgb_raw1/Sample_Set_12345_hires_RGB_435_SAC-2017-00504_RGB_hires.tif,SAC-2017-00504,0,"(497.4403025309245, 575.1748720164179, 1, 7368, 0)",497.4403025309245,575.1748720164179,1,7368,0,SAC
1987,hires,RGB,843,SAW-2016-01972,/data/rgb_raw1/Sample_Set_12345_hires_RGB_843_SAW-2016-01972_RGB_hires.tif,SAW-2016-01972,1,"(687.5625, 480.4597290819817, 4, 10312, 0)",687.5625,480.4597290819817,4,10312,0,SAW
1988,hires,RGB,1481,SAC-2020-00148,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1481_SAC-2020-00148_RGB_hires.tif,SAC-2020-00148,0,"(314.5833028157552, 203.5305271563713, 58, 3278, 0)",314.5833028157552,203.5305271563713,58,3278,0,SAC
1989,hires,RGB,245,SAW-2015-02132,/data/rgb_raw1/Sample_Set_12345_hires_RGB_245_SAW-2015-02132_RGB_hires.tif,SAW-2015-02132,1,"(365.7576853434245, 207.51535157417607, 1, 4532, 0)",365.7576853434245,207.51535157417607,1,4532,0,SAW
1990,lores,RGB,2680,SAC-2016-01476,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2680_SAC-2016-01476_RGB_lores.tif,SAC-2016-01476,0,"(650.8274332682291, 333.21798744723526, 0, 8076, 0)",650.8274332682291,333.21798744723526,0,8076,0,SAC
1991,hires,RGB,2323,SAC-2019-00799,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2323_SAC-2019-00799_RGB_hires.tif,SAC-2019-00799,1,"(238.97624715169272, 139.30671829037806, 31, 457, 0)",238.97624715169272,139.30671829037806,31,457,0,SAC
1992,lores,RGB,561,SAC-2015-01150,/data/rgb_raw1/Sample_Set_12345_lores_RGB_561_SAC-2015-01150_RGB_lores.tif,SAC-2015-01150,1,"(404.4723663330078, 324.73237553711226, 0, 4744, 0)",404.4723663330078,324.73237553711226,0,4744,0,SAC
1993,lores,RGB,2274,SAC-2018-00629,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2274_SAC-2018-00629_RGB_lores.tif,SAC-2018-00629,1,"(526.315907796224, 334.3507288255314, 60, 8529, 0)",526.315907796224,334.3507288255314,60,8529,0,SAC
1994,hires,RGB,1240,SAW-2017-00073,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1240_SAW-2017-00073_RGB_hires.tif,SAW-2017-00073,1,"(530.8675028483073, 462.8763842990593, 1, 8172, 0)",530.8675028483073,462.8763842990593,1,8172,0,SAW
1995,hires,RGB,1976,SAC-2016-01059,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1976_SAC-2016-01059_RGB_hires.tif,SAC-2016-01059,1,"(530.1405436197916, 289.88125945747015, 120, 6792, 0)",530.1405436197916,289.88125945747015,120,6792,0,SAC
1996,hires,RGB,1529,SAC-2018-00757,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1529_SAC-2018-00757_RGB_hires.tif,SAC-2018-00757,1,"(624.7959493001302, 515.6707840700366, 1, 8264, 0)",624.7959493001302,515.6707840700366,1,8264,0,SAC
1997,hires,RGB,1603,SAW-2017-00223,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1603_SAW-2017-00223_RGB_hires.tif,SAW-2017-00223,1,"(348.2539876302083, 205.66694285229892, 1, 6268, 0)",348.2539876302083,205.66694285229892,1,6268,0,SAW
1998,hires,RGB,2333,SAC-2019-01052,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2333_SAC-2019-01052_RGB_hires.tif,SAC-2019-01052,1,"(532.9028015136719, 294.2066901008996, 108, 3440, 0)",532.9028015136719,294.2066901008996,108,3440,0,SAC
1999,hires,RGB,1552,SAC-2019-00312,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1552_SAC-2019-00312_RGB_hires.tif,SAC-2019-00312,1,"(291.97227478027344, 261.21252470370183, 1, 3326, 0)",291.97227478027344,261.21252470370183,1,3326,0,SAC
2000,hires,RGB,964,SAC-2017-01485,/data/rgb_raw1/Sample_Set_12345_hires_RGB_964_SAC-2017-01485_RGB_hires.tif,SAC-2017-01485,0,"(541.3483174641927, 312.46921871939986, 12, 3480, 0)",541.3483174641927,312.46921871939986,12,3480,0,SAC
2001,hires,RGB,1499,SAC-2016-01374,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1499_SAC-2016-01374_RGB_hires.tif,SAC-2016-01374,0,"(481.90638732910156, 579.4406558601398, 1, 7832, 0)",481.90638732910156,579.4406558601398,1,7832,0,SAC
2002,lores,RGB,645,SAW-2015-02338,/data/rgb_raw1/Sample_Set_12345_lores_RGB_645_SAW-2015-02338_RGB_lores.tif,SAW-2015-02338,1,"(235.8285675048828, 197.49652102813278, 0, 3103, 0)",235.8285675048828,197.49652102813278,0,3103,0,SAW
2003,lores,RGB,210,SAC-2018-01318,/data/rgb_raw1/Sample_Set_12345_lores_RGB_210_SAC-2018-01318_RGB_lores.tif,SAC-2018-01318,1,"(376.0288848876953, 336.4127513499557, 0, 8419, 0)",376.0288848876953,336.4127513499557,0,8419,0,SAC
2004,lores,RGB,1533,SAC-2006-00601,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1533_SAC-2006-00601_RGB_lores.tif,SAC-2006-00601,1,"(416.8936513264974, 234.71755881170955, 69, 7173, 0)",416.8936513264974,234.71755881170955,69,7173,0,SAC
2005,lores,RGB,2220,SAC-2010-00743-4JY,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2220_SAC-2010-00743-4JY_RGB_lores.tif,SAC-2010-00743-4JY,0,"(298.65175374348956, 407.6435266922586, 0, 3732, 0)",298.65175374348956,407.6435266922586,0,3732,0,SAC
2006,hires,RGB,1869,SAW-2016-01162,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1869_SAW-2016-01162_RGB_hires.tif,SAW-2016-01162,1,"(479.770502726237, 421.65170563817446, 22, 8296, 0)",479.770502726237,421.65170563817446,22,8296,0,SAW
2007,lores,RGB,385,SAC-2019-01644,/data/rgb_raw1/Sample_Set_12345_lores_RGB_385_SAC-2019-01644_RGB_lores.tif,SAC-2019-01644,0,"(719.9113362630209, 359.77417102146796, 0, 6538, 0)",719.9113362630209,359.77417102146796,0,6538,0,SAC
2008,hires,RGB,21,SAC-2017-00954,/data/rgb_raw1/Sample_Set_12345_hires_RGB_21_SAC-2017-00954_RGB_hires.tif,SAC-2017-00954,0,"(556.161142985026, 436.2233068753232, 8, 7212, 0)",556.161142985026,436.2233068753232,8,7212,0,SAC
2009,lores,RGB,2473,SAC-2016-00756,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2473_SAC-2016-00756_RGB_lores.tif,SAC-2016-00756,0,"(368.70264689127606, 337.11722033152193, 0, 8419, 0)",368.70264689127606,337.11722033152193,0,8419,0,SAC
2010,lores,RGB,140,SAW-2016-00052,/data/rgb_raw1/Sample_Set_89_lores_RGB_140_SAW-2016-00052_RGB_lores.tif,SAW-2016-00052,1,"(806.562744140625, 802.5165996731771, 0, 6655, 0)",806.562744140625,802.5165996731771,0,6655,0,SAW
